store,date,stock
4104,2021-09-25,"('2021-09-26', [('100630105000002', 1.0)])"
4805,2021-09-29,"('2021-10-01', [('100630105000002', 1.0)])"
4805,2021-09-30,"('2021-10-01', [('100630105000002', 1.0)])"
100,2021-10-01,"('2021-10-03', [('100630105000002', 1.0)])"
100,2021-10-02,"('2021-10-03', [('100630105000002', 1.0)])"
183,2021-10-05,"('2021-10-07', [('100630105000002', 2.0)])"
183,2021-10-06,"('2021-10-07', [('100630105000002', 2.0)])"
183,2021-10-06,"('2021-10-08', [('100630105000002', 2.0)])"
183,2021-10-07,"('2021-10-08', [('100630105000002', 2.0)])"
202,2021-10-07,"('2021-10-09', [('100630105000002', 1.0)])"
4906,2021-10-07,"('2021-10-09', [('100630105000002', 2.0)])"
202,2021-10-08,"('2021-10-09', [('100630105000002', 1.0)])"
202,2021-10-08,"('2021-10-10', [('100630105000002', 1.0)])"
4906,2021-10-08,"('2021-10-09', [('100630105000002', 2.0)])"
4906,2021-10-08,"('2021-10-10', [('100630105000002', 2.0)])"
202,2021-10-09,"('2021-10-10', [('100630105000002', 1.0)])"
4906,2021-10-09,"('2021-10-10', [('100630105000002', 2.0)])"
90,2021-10-12,"('2021-10-14', [('100630105000002', 1.0)])"
11,2021-10-13,"('2021-10-15', [('100630105000002', 1.0)])"
90,2021-10-13,"('2021-10-14', [('100630105000002', 1.0)])"
90,2021-10-13,"('2021-10-15', [('100630105000002', 1.0)])"
11,2021-10-14,"('2021-10-15', [('100630105000002', 1.0)])"
11,2021-10-14,"('2021-10-16', [('100630105000002', 1.0)])"
221,2021-10-14,"('2021-10-16', [('100630105000002', 1.0)])"
76,2021-10-14,"('2021-10-16', [('100630105000002', 1.0)])"
90,2021-10-14,"('2021-10-15', [('100630105000002', 1.0)])"
11,2021-10-15,"('2021-10-16', [('100630105000002', 1.0)])"
11,2021-10-15,"('2021-10-17', [('100630105000002', 1.0)])"
221,2021-10-15,"('2021-10-16', [('100630105000002', 1.0)])"
221,2021-10-15,"('2021-10-17', [('100630105000002', 1.0)])"
76,2021-10-15,"('2021-10-16', [('100630105000002', 1.0)])"
11,2021-10-16,"('2021-10-17', [('100630105000002', 1.0)])"
221,2021-10-16,"('2021-10-17', [('100630105000002', 1.0)])"
105,2021-10-17,"('2021-10-19', [('100630105000002', 1.0)])"
42,2021-10-17,"('2021-10-19', [('100630105000002', 1.0)])"
105,2021-10-18,"('2021-10-19', [('100630105000002', 1.0)])"
42,2021-10-18,"('2021-10-19', [('100630105000002', 1.0)])"
42,2021-10-18,"('2021-10-20', [('100630105000002', 1.0)])"
42,2021-10-19,"('2021-10-20', [('100630105000002', 1.0)])"
7,2021-10-20,"('2021-10-22', [('100630105000002', 1.0)])"
7,2021-10-21,"('2021-10-22', [('100630105000002', 1.0)])"
7,2021-10-21,"('2021-10-23', [('100630105000002', 1.0)])"
7,2021-10-22,"('2021-10-23', [('100630105000002', 1.0)])"
130,2021-10-24,"('2021-10-26', [('100630105000002', 1.0)])"
27,2021-10-24,"('2021-10-26', [('100630105000002', 1.0)])"
130,2021-10-25,"('2021-10-26', [('100630105000002', 1.0)])"
27,2021-10-25,"('2021-10-26', [('100630105000002', 1.0)])"
96,2021-10-27,"('2021-10-29', [('100630105000002', 1.0)])"
96,2021-10-28,"('2021-10-29', [('100630105000002', 1.0)])"
96,2021-10-28,"('2021-10-30', [('100630105000002', 1.0)])"
181,2021-10-29,"('2021-10-31', [('100630105000002', 1.0)])"
96,2021-10-29,"('2021-10-30', [('100630105000002', 1.0)])"
181,2021-10-30,"('2021-10-31', [('100630105000002', 1.0)])"
10,2021-11-04,"('2021-11-06', [('100630105000002', 1.0)])"
10,2021-11-05,"('2021-11-06', [('100630105000002', 1.0)])"
10,2021-11-05,"('2021-11-07', [('100630105000002', 1.0)])"
181,2021-11-05,"('2021-11-07', [('100630105000002', 1.0)])"
10,2021-11-06,"('2021-11-07', [('100630105000002', 1.0)])"
181,2021-11-06,"('2021-11-07', [('100630105000002', 1.0)])"
73,2021-11-07,"('2021-11-09', [('100630105000002', 1.0)])"
73,2021-11-08,"('2021-11-09', [('100630105000002', 1.0)])"
73,2021-11-08,"('2021-11-10', [('100630105000002', 1.0)])"
73,2021-11-09,"('2021-11-10', [('100630105000002', 1.0)])"
89,2021-11-09,"('2021-11-11', [('100630105000002', 1.0)])"
90,2021-11-09,"('2021-11-11', [('100630105000002', 1.0)])"
89,2021-11-10,"('2021-11-11', [('100630105000002', 1.0)])"
89,2021-11-10,"('2021-11-12', [('100630105000002', 1.0)])"
90,2021-11-10,"('2021-11-11', [('100630105000002', 1.0)])"
90,2021-11-10,"('2021-11-12', [('100630105000002', 1.0)])"
89,2021-11-11,"('2021-11-12', [('100630105000002', 1.0)])"
90,2021-11-11,"('2021-11-12', [('100630105000002', 1.0)])"
76,2021-11-12,"('2021-11-14', [('100630105000002', 1.0)])"
76,2021-11-13,"('2021-11-14', [('100630105000002', 1.0)])"
51,2021-11-14,"('2021-11-16', [('100630105000002', 1.0)])"
67,2021-11-14,"('2021-11-16', [('100630105000002', 1.0)])"
4129,2021-11-15,"('2021-11-17', [('100630105000002', 1.0)])"
51,2021-11-15,"('2021-11-16', [('100630105000002', 1.0)])"
51,2021-11-15,"('2021-11-17', [('100630105000002', 1.0)])"
67,2021-11-15,"('2021-11-16', [('100630105000002', 1.0)])"
67,2021-11-15,"('2021-11-17', [('100630105000002', 1.0)])"
4129,2021-11-16,"('2021-11-17', [('100630105000002', 1.0)])"
51,2021-11-16,"('2021-11-17', [('100630105000002', 1.0)])"
67,2021-11-16,"('2021-11-17', [('100630105000002', 1.0)])"
186,2021-12-20,"('2021-12-22', [('100630105000002', 1.0)])"
186,2021-12-21,"('2021-12-22', [('100630105000002', 1.0)])"
186,2021-12-21,"('2021-12-23', [('100630105000002', 1.0)])"
186,2021-12-22,"('2021-12-23', [('100630105000002', 1.0)])"
160,2021-12-30,"('2022-01-01', [('100630105000002', 1.0)])"
221,2021-12-30,"('2022-01-01', [('100630105000002', 1.0)])"
160,2021-12-31,"('2022-01-01', [('100630105000002', 1.0)])"
221,2021-12-31,"('2022-01-01', [('100630105000002', 1.0)])"
180,2022-01-02,"('2022-01-04', [('100630105000002', 1.0)])"
180,2022-01-03,"('2022-01-04', [('100630105000002', 1.0)])"
180,2022-01-03,"('2022-01-05', [('100630105000002', 1.0)])"
89,2022-01-03,"('2022-01-05', [('100630105000002', 1.0)])"
180,2022-01-04,"('2022-01-05', [('100630105000002', 1.0)])"
4123,2022-01-04,"('2022-01-06', [('100630105000002', 1.0)])"
89,2022-01-04,"('2022-01-05', [('100630105000002', 1.0)])"
89,2022-01-04,"('2022-01-06', [('100630105000002', 1.0)])"
4123,2022-01-05,"('2022-01-06', [('100630105000002', 1.0)])"
89,2022-01-05,"('2022-01-06', [('100630105000002', 1.0)])"
180,2022-01-16,"('2022-01-18', [('100630105000002', 1.0)])"
180,2022-01-17,"('2022-01-18', [('100630105000002', 1.0)])"
180,2022-01-17,"('2022-01-19', [('100630105000002', 1.0)])"
180,2022-01-18,"('2022-01-19', [('100630105000002', 1.0)])"
181,2022-01-21,"('2022-01-23', [('100630105000002', 1.0)])"
181,2022-01-22,"('2022-01-23', [('100630105000002', 1.0)])"
221,2022-01-23,"('2022-01-25', [('100630105000002', 1.0)])"
221,2022-01-24,"('2022-01-25', [('100630105000002', 1.0)])"
221,2022-01-24,"('2022-01-26', [('100630105000002', 1.0)])"
221,2022-01-25,"('2022-01-26', [('100630105000002', 1.0)])"
51,2022-01-27,"('2022-01-29', [('100630105000002', 3.0)])"
51,2022-01-28,"('2022-01-29', [('100630105000002', 3.0)])"
143,2022-02-04,"('2022-02-06', [('100630105000002', 1.0)])"
143,2022-02-05,"('2022-02-06', [('100630105000002', 1.0)])"
130,2022-02-10,"('2022-02-12', [('100630105000002', 1.0)])"
130,2022-02-11,"('2022-02-12', [('100630105000002', 1.0)])"
130,2022-02-11,"('2022-02-13', [('100630105000002', 1.0)])"
130,2022-02-12,"('2022-02-13', [('100630105000002', 1.0)])"
4133,2022-02-13,"('2022-02-15', [('100630105000002', 1.0)])"
4133,2022-02-14,"('2022-02-15', [('100630105000002', 1.0)])"
4133,2022-02-14,"('2022-02-16', [('100630105000002', 1.0)])"
4133,2022-02-15,"('2022-02-16', [('100630105000002', 1.0)])"
3205,2022-02-18,"('2022-02-20', [('100630105000002', 1.0)])"
3205,2022-02-19,"('2022-02-20', [('100630105000002', 1.0)])"
89,2022-02-27,"('2022-03-01', [('100630105000002', 1.0)])"
89,2022-02-28,"('2022-03-01', [('100630105000002', 1.0)])"
89,2022-02-28,"('2022-03-02', [('100630105000002', 1.0)])"
4129,2022-03-01,"('2022-03-03', [('100630105000002', 1.0)])"
89,2022-03-01,"('2022-03-02', [('100630105000002', 1.0)])"
4129,2022-03-02,"('2022-03-03', [('100630105000002', 1.0)])"
4129,2022-03-02,"('2022-03-04', [('100630105000002', 1.0)])"
4129,2022-03-03,"('2022-03-04', [('100630105000002', 1.0)])"
4129,2022-03-13,"('2022-03-15', [('100630105000002', 1.0)])"
4129,2022-03-14,"('2022-03-15', [('100630105000002', 1.0)])"
4129,2022-03-14,"('2022-03-16', [('100630105000002', 1.0)])"
4904,2022-03-14,"('2022-03-16', [('100630105000002', 1.0)])"
4129,2022-03-15,"('2022-03-16', [('100630105000002', 1.0)])"
4129,2022-03-15,"('2022-03-17', [('100630105000002', 1.0)])"
4904,2022-03-15,"('2022-03-16', [('100630105000002', 1.0)])"
4904,2022-03-15,"('2022-03-17', [('100630105000002', 1.0)])"
4129,2022-03-16,"('2022-03-17', [('100630105000002', 1.0)])"
4904,2022-03-16,"('2022-03-17', [('100630105000002', 1.0)])"
4904,2022-03-16,"('2022-03-18', [('100630105000002', 2.0)])"
4904,2022-03-17,"('2022-03-18', [('100630105000002', 2.0)])"
4904,2022-03-17,"('2022-03-19', [('100630105000002', 1.0)])"
4904,2022-03-18,"('2022-03-19', [('100630105000002', 1.0)])"
