store,date,stock
51,2021-03-08,"('2021-03-10', [('100630105000002', 1.0)])"
74,2021-03-08,"('2021-03-09', [('100630105000002', 1.0)])"
74,2021-03-08,"('2021-03-10', [('100630105000002', 1.0)])"
76,2021-03-08,"('2021-03-09', [('100630105000002', 2.0)])"
76,2021-03-08,"('2021-03-10', [('100630105000002', 2.0)])"
82,2021-03-08,"('2021-03-09', [('100630105000002', 2.0)])"
109,2021-03-09,"('2021-03-10', [('100630105000002', 1.0)])"
109,2021-03-09,"('2021-03-11', [('100630105000002', 1.0)])"
185,2021-03-09,"('2021-03-11', [('100630105000002', 1.0)])"
46,2021-03-09,"('2021-03-11', [('100630105000002', 1.0)])"
51,2021-03-09,"('2021-03-10', [('100630105000002', 1.0)])"
51,2021-03-09,"('2021-03-11', [('100630105000002', 2.0)])"
74,2021-03-09,"('2021-03-10', [('100630105000002', 1.0)])"
76,2021-03-09,"('2021-03-10', [('100630105000002', 2.0)])"
82,2021-03-09,"('2021-03-11', [('100630105000002', 1.0)])"
109,2021-03-10,"('2021-03-11', [('100630105000002', 1.0)])"
185,2021-03-10,"('2021-03-11', [('100630105000002', 1.0)])"
185,2021-03-10,"('2021-03-12', [('100630105000002', 1.0)])"
3,2021-03-10,"('2021-03-12', [('100630105000002', 1.0)])"
46,2021-03-10,"('2021-03-11', [('100630105000002', 1.0)])"
46,2021-03-10,"('2021-03-12', [('100630105000002', 1.0)])"
51,2021-03-10,"('2021-03-11', [('100630105000002', 2.0)])"
51,2021-03-10,"('2021-03-12', [('100630105000002', 1.0)])"
82,2021-03-10,"('2021-03-11', [('100630105000002', 1.0)])"
96,2021-03-10,"('2021-03-12', [('100630105000002', 1.0)])"
185,2021-03-11,"('2021-03-12', [('100630105000002', 1.0)])"
188,2021-03-11,"('2021-03-13', [('100630105000002', 2.0)])"
3,2021-03-11,"('2021-03-12', [('100630105000002', 1.0)])"
46,2021-03-11,"('2021-03-12', [('100630105000002', 1.0)])"
51,2021-03-11,"('2021-03-12', [('100630105000002', 1.0)])"
96,2021-03-11,"('2021-03-12', [('100630105000002', 1.0)])"
96,2021-03-11,"('2021-03-13', [('100630105000002', 2.0)])"
162,2021-03-12,"('2021-03-14', [('100630105000002', 1.0)])"
184,2021-03-12,"('2021-03-14', [('100630105000002', 1.0)])"
188,2021-03-12,"('2021-03-13', [('100630105000002', 2.0)])"
3,2021-03-12,"('2021-03-14', [('100630105000002', 1.0)])"
91,2021-03-12,"('2021-03-14', [('100630105000002', 1.0)])"
96,2021-03-12,"('2021-03-13', [('100630105000002', 2.0)])"
96,2021-03-12,"('2021-03-14', [('100630105000002', 1.0)])"
99,2021-03-12,"('2021-03-14', [('100630105000002', 2.0)])"
162,2021-03-13,"('2021-03-14', [('100630105000002', 1.0)])"
184,2021-03-13,"('2021-03-14', [('100630105000002', 1.0)])"
3,2021-03-13,"('2021-03-14', [('100630105000002', 1.0)])"
91,2021-03-13,"('2021-03-14', [('100630105000002', 1.0)])"
96,2021-03-13,"('2021-03-14', [('100630105000002', 1.0)])"
99,2021-03-13,"('2021-03-14', [('100630105000002', 2.0)])"
162,2021-03-14,"('2021-03-16', [('100630105000002', 1.0)])"
216,2021-03-14,"('2021-03-16', [('100630105000002', 1.0)])"
67,2021-03-14,"('2021-03-16', [('100630105000002', 1.0)])"
81,2021-03-14,"('2021-03-16', [('100630105000002', 1.0)])"
162,2021-03-15,"('2021-03-16', [('100630105000002', 1.0)])"
162,2021-03-15,"('2021-03-17', [('100630105000002', 1.0)])"
216,2021-03-15,"('2021-03-16', [('100630105000002', 1.0)])"
216,2021-03-15,"('2021-03-17', [('100630105000002', 1.0)])"
67,2021-03-15,"('2021-03-16', [('100630105000002', 1.0)])"
67,2021-03-15,"('2021-03-17', [('100630105000002', 1.0)])"
7,2021-03-15,"('2021-03-17', [('100630105000002', 2.0)])"
81,2021-03-15,"('2021-03-16', [('100630105000002', 1.0)])"
162,2021-03-16,"('2021-03-17', [('100630105000002', 1.0)])"
216,2021-03-16,"('2021-03-17', [('100630105000002', 1.0)])"
67,2021-03-16,"('2021-03-17', [('100630105000002', 1.0)])"
7,2021-03-16,"('2021-03-17', [('100630105000002', 2.0)])"
7,2021-03-16,"('2021-03-18', [('100630105000002', 2.0)])"
8,2021-03-16,"('2021-03-18', [('100630105000002', 1.0)])"
22,2021-03-17,"('2021-03-19', [('100630105000002', 1.0)])"
7,2021-03-17,"('2021-03-18', [('100630105000002', 2.0)])"
8,2021-03-17,"('2021-03-18', [('100630105000002', 1.0)])"
8,2021-03-17,"('2021-03-19', [('100630105000002', 1.0)])"
95,2021-03-17,"('2021-03-19', [('100630105000002', 1.0)])"
141,2021-03-18,"('2021-03-20', [('100630105000002', 1.0)])"
182,2021-03-18,"('2021-03-20', [('100630105000002', 2.0)])"
213,2021-03-18,"('2021-03-20', [('100630105000002', 1.0)])"
22,2021-03-18,"('2021-03-19', [('100630105000002', 1.0)])"
22,2021-03-18,"('2021-03-20', [('100630105000002', 1.0)])"
8,2021-03-18,"('2021-03-19', [('100630105000002', 1.0)])"
95,2021-03-18,"('2021-03-19', [('100630105000002', 1.0)])"
95,2021-03-18,"('2021-03-20', [('100630105000002', 1.0)])"
100,2021-03-19,"('2021-03-21', [('100630105000002', 2.0)])"
141,2021-03-19,"('2021-03-20', [('100630105000002', 1.0)])"
141,2021-03-19,"('2021-03-21', [('100630105000002', 1.0)])"
144,2021-03-19,"('2021-03-21', [('100630105000002', 1.0)])"
182,2021-03-19,"('2021-03-20', [('100630105000002', 2.0)])"
182,2021-03-19,"('2021-03-21', [('100630105000002', 2.0)])"
213,2021-03-19,"('2021-03-20', [('100630105000002', 1.0)])"
213,2021-03-19,"('2021-03-21', [('100630105000002', 1.0)])"
22,2021-03-19,"('2021-03-20', [('100630105000002', 1.0)])"
22,2021-03-19,"('2021-03-21', [('100630105000002', 1.0)])"
56,2021-03-19,"('2021-03-21', [('100630105000002', 1.0)])"
95,2021-03-19,"('2021-03-20', [('100630105000002', 1.0)])"
100,2021-03-20,"('2021-03-21', [('100630105000002', 2.0)])"
141,2021-03-20,"('2021-03-21', [('100630105000002', 1.0)])"
144,2021-03-20,"('2021-03-21', [('100630105000002', 1.0)])"
182,2021-03-20,"('2021-03-21', [('100630105000002', 2.0)])"
213,2021-03-20,"('2021-03-21', [('100630105000002', 1.0)])"
22,2021-03-20,"('2021-03-21', [('100630105000002', 1.0)])"
56,2021-03-20,"('2021-03-21', [('100630105000002', 1.0)])"
10,2021-03-21,"('2021-03-23', [('100630105000002', 1.0)])"
117,2021-03-21,"('2021-03-23', [('100630105000002', 1.0)])"
133,2021-03-21,"('2021-03-23', [('100630105000002', 1.0)])"
180,2021-03-21,"('2021-03-23', [('100630105000002', 1.0)])"
76,2021-03-21,"('2021-03-23', [('100630105000002', 2.0)])"
82,2021-03-21,"('2021-03-23', [('100630105000002', 1.0)])"
96,2021-03-21,"('2021-03-23', [('100630105000002', 1.0)])"
10,2021-03-22,"('2021-03-23', [('100630105000002', 1.0)])"
10,2021-03-22,"('2021-03-24', [('100630105000002', 1.0)])"
104,2021-03-22,"('2021-03-24', [('100630105000002', 1.0)])"
117,2021-03-22,"('2021-03-23', [('100630105000002', 1.0)])"
117,2021-03-22,"('2021-03-24', [('100630105000002', 1.0)])"
133,2021-03-22,"('2021-03-23', [('100630105000002', 1.0)])"
133,2021-03-22,"('2021-03-24', [('100630105000002', 1.0)])"
180,2021-03-22,"('2021-03-23', [('100630105000002', 1.0)])"
180,2021-03-22,"('2021-03-24', [('100630105000002', 1.0)])"
188,2021-03-22,"('2021-03-24', [('100630105000002', 2.0)])"
76,2021-03-22,"('2021-03-23', [('100630105000002', 2.0)])"
76,2021-03-22,"('2021-03-24', [('100630105000002', 2.0)])"
82,2021-03-22,"('2021-03-23', [('100630105000002', 1.0)])"
96,2021-03-22,"('2021-03-23', [('100630105000002', 1.0)])"
10,2021-03-23,"('2021-03-24', [('100630105000002', 1.0)])"
104,2021-03-23,"('2021-03-24', [('100630105000002', 1.0)])"
104,2021-03-23,"('2021-03-25', [('100630105000002', 1.0)])"
117,2021-03-23,"('2021-03-24', [('100630105000002', 1.0)])"
133,2021-03-23,"('2021-03-24', [('100630105000002', 1.0)])"
160,2021-03-23,"('2021-03-25', [('100630105000002', 1.0)])"
180,2021-03-23,"('2021-03-24', [('100630105000002', 1.0)])"
188,2021-03-23,"('2021-03-24', [('100630105000002', 2.0)])"
5,2021-03-23,"('2021-03-25', [('100630105000002', 2.0)])"
67,2021-03-23,"('2021-03-25', [('100630105000002', 1.0)])"
76,2021-03-23,"('2021-03-24', [('100630105000002', 2.0)])"
100,2021-03-24,"('2021-03-26', [('100630105000002', 2.0)])"
104,2021-03-24,"('2021-03-25', [('100630105000002', 1.0)])"
160,2021-03-24,"('2021-03-25', [('100630105000002', 1.0)])"
160,2021-03-24,"('2021-03-26', [('100630105000002', 1.0)])"
45,2021-03-24,"('2021-03-26', [('100630105000002', 1.0)])"
5,2021-03-24,"('2021-03-25', [('100630105000002', 2.0)])"
5,2021-03-24,"('2021-03-26', [('100630105000002', 2.0)])"
67,2021-03-24,"('2021-03-25', [('100630105000002', 1.0)])"
67,2021-03-24,"('2021-03-26', [('100630105000002', 1.0)])"
89,2021-03-24,"('2021-03-26', [('100630105000002', 1.0)])"
100,2021-03-25,"('2021-03-26', [('100630105000002', 2.0)])"
100,2021-03-25,"('2021-03-27', [('100630105000002', 2.0)])"
160,2021-03-25,"('2021-03-26', [('100630105000002', 1.0)])"
45,2021-03-25,"('2021-03-26', [('100630105000002', 1.0)])"
45,2021-03-25,"('2021-03-27', [('100630105000002', 1.0)])"
5,2021-03-25,"('2021-03-26', [('100630105000002', 2.0)])"
5,2021-03-25,"('2021-03-27', [('100630105000002', 1.0)])"
57,2021-03-25,"('2021-03-27', [('100630105000002', 2.0)])"
61,2021-03-25,"('2021-03-27', [('100630105000002', 1.0)])"
67,2021-03-25,"('2021-03-26', [('100630105000002', 1.0)])"
89,2021-03-25,"('2021-03-26', [('100630105000002', 1.0)])"
89,2021-03-25,"('2021-03-27', [('100630105000002', 1.0)])"
100,2021-03-26,"('2021-03-27', [('100630105000002', 2.0)])"
130,2021-03-26,"('2021-03-28', [('100630105000002', 1.0)])"
171,2021-03-26,"('2021-03-28', [('100630105000002', 1.0)])"
27,2021-03-26,"('2021-03-28', [('100630105000002', 1.0)])"
45,2021-03-26,"('2021-03-27', [('100630105000002', 1.0)])"
5,2021-03-26,"('2021-03-27', [('100630105000002', 1.0)])"
57,2021-03-26,"('2021-03-27', [('100630105000002', 2.0)])"
57,2021-03-26,"('2021-03-28', [('100630105000002', 2.0)])"
61,2021-03-26,"('2021-03-27', [('100630105000002', 1.0)])"
89,2021-03-26,"('2021-03-27', [('100630105000002', 1.0)])"
130,2021-03-27,"('2021-03-28', [('100630105000002', 1.0)])"
171,2021-03-27,"('2021-03-28', [('100630105000002', 1.0)])"
27,2021-03-27,"('2021-03-28', [('100630105000002', 1.0)])"
57,2021-03-27,"('2021-03-28', [('100630105000002', 2.0)])"
215,2021-03-28,"('2021-03-30', [('100630105000002', 1.0)])"
42,2021-03-28,"('2021-03-30', [('100630105000002', 1.0)])"
88,2021-03-28,"('2021-03-30', [('100630105000002', 1.0)])"
89,2021-03-28,"('2021-03-30', [('100630105000002', 1.0)])"
122,2021-03-29,"('2021-03-31', [('100630105000002', 1.0)])"
215,2021-03-29,"('2021-03-30', [('100630105000002', 1.0)])"
28,2021-03-29,"('2021-03-31', [('100630105000002', 1.0)])"
42,2021-03-29,"('2021-03-30', [('100630105000002', 1.0)])"
42,2021-03-29,"('2021-03-31', [('100630105000002', 2.0)])"
68,2021-03-29,"('2021-03-31', [('100630105000002', 1.0)])"
88,2021-03-29,"('2021-03-30', [('100630105000002', 1.0)])"
88,2021-03-29,"('2021-03-31', [('100630105000002', 1.0)])"
89,2021-03-29,"('2021-03-30', [('100630105000002', 1.0)])"
89,2021-03-29,"('2021-03-31', [('100630105000002', 1.0)])"
122,2021-03-30,"('2021-03-31', [('100630105000002', 1.0)])"
122,2021-03-30,"('2021-04-01', [('100630105000002', 1.0)])"
144,2021-03-30,"('2021-04-01', [('100630105000002', 1.0)])"
162,2021-03-30,"('2021-04-01', [('100630105000002', 1.0)])"
170,2021-03-30,"('2021-04-01', [('100630105000002', 2.0)])"
181,2021-03-30,"('2021-04-01', [('100630105000002', 1.0)])"
28,2021-03-30,"('2021-03-31', [('100630105000002', 1.0)])"
4104,2021-03-30,"('2021-04-01', [('100630105000002', 1.0)])"
42,2021-03-30,"('2021-03-31', [('100630105000002', 2.0)])"
42,2021-03-30,"('2021-04-01', [('100630105000002', 1.0)])"
68,2021-03-30,"('2021-03-31', [('100630105000002', 1.0)])"
68,2021-03-30,"('2021-04-01', [('100630105000002', 1.0)])"
88,2021-03-30,"('2021-03-31', [('100630105000002', 1.0)])"
89,2021-03-30,"('2021-03-31', [('100630105000002', 1.0)])"
122,2021-03-31,"('2021-04-01', [('100630105000002', 1.0)])"
144,2021-03-31,"('2021-04-01', [('100630105000002', 1.0)])"
144,2021-03-31,"('2021-04-02', [('100630105000002', 1.0)])"
162,2021-03-31,"('2021-04-01', [('100630105000002', 1.0)])"
162,2021-03-31,"('2021-04-02', [('100630105000002', 1.0)])"
170,2021-03-31,"('2021-04-01', [('100630105000002', 2.0)])"
181,2021-03-31,"('2021-04-01', [('100630105000002', 1.0)])"
4104,2021-03-31,"('2021-04-01', [('100630105000002', 1.0)])"
4104,2021-03-31,"('2021-04-02', [('100630105000002', 1.0)])"
42,2021-03-31,"('2021-04-01', [('100630105000002', 1.0)])"
68,2021-03-31,"('2021-04-01', [('100630105000002', 1.0)])"
144,2021-04-01,"('2021-04-02', [('100630105000002', 1.0)])"
162,2021-04-01,"('2021-04-02', [('100630105000002', 1.0)])"
4104,2021-04-01,"('2021-04-02', [('100630105000002', 1.0)])"
166,2021-04-05,"('2021-04-07', [('100630105000002', 1.0)])"
188,2021-04-05,"('2021-04-07', [('100630105000002', 1.0)])"
166,2021-04-06,"('2021-04-07', [('100630105000002', 1.0)])"
188,2021-04-06,"('2021-04-07', [('100630105000002', 1.0)])"
5,2021-04-06,"('2021-04-08', [('100630105000002', 1.0)])"
11,2021-04-07,"('2021-04-09', [('100630105000002', 1.0)])"
5,2021-04-07,"('2021-04-08', [('100630105000002', 1.0)])"
5,2021-04-07,"('2021-04-09', [('100630105000002', 1.0)])"
11,2021-04-08,"('2021-04-09', [('100630105000002', 1.0)])"
5,2021-04-08,"('2021-04-09', [('100630105000002', 1.0)])"
8,2021-04-11,"('2021-04-13', [('100630105000002', 1.0)])"
167,2021-04-12,"('2021-04-14', [('100630105000002', 1.0)])"
42,2021-04-12,"('2021-04-14', [('100630105000002', 1.0)])"
8,2021-04-12,"('2021-04-13', [('100630105000002', 1.0)])"
8,2021-04-12,"('2021-04-14', [('100630105000002', 1.0)])"
167,2021-04-13,"('2021-04-14', [('100630105000002', 1.0)])"
167,2021-04-13,"('2021-04-15', [('100630105000002', 2.0)])"
42,2021-04-13,"('2021-04-14', [('100630105000002', 1.0)])"
42,2021-04-13,"('2021-04-15', [('100630105000002', 1.0)])"
8,2021-04-13,"('2021-04-14', [('100630105000002', 1.0)])"
167,2021-04-14,"('2021-04-15', [('100630105000002', 2.0)])"
175,2021-04-14,"('2021-04-16', [('100630105000002', 1.0)])"
42,2021-04-14,"('2021-04-15', [('100630105000002', 1.0)])"
167,2021-04-15,"('2021-04-17', [('100630105000002', 1.0)])"
175,2021-04-15,"('2021-04-16', [('100630105000002', 1.0)])"
175,2021-04-15,"('2021-04-17', [('100630105000002', 1.0)])"
215,2021-04-15,"('2021-04-17', [('100630105000002', 1.0)])"
133,2021-04-16,"('2021-04-18', [('100630105000002', 1.0)])"
167,2021-04-16,"('2021-04-17', [('100630105000002', 1.0)])"
175,2021-04-16,"('2021-04-17', [('100630105000002', 1.0)])"
215,2021-04-16,"('2021-04-17', [('100630105000002', 1.0)])"
215,2021-04-16,"('2021-04-18', [('100630105000002', 1.0)])"
133,2021-04-17,"('2021-04-18', [('100630105000002', 1.0)])"
215,2021-04-17,"('2021-04-18', [('100630105000002', 1.0)])"
130,2021-04-18,"('2021-04-20', [('100630105000002', 1.0)])"
4,2021-04-18,"('2021-04-20', [('100630105000002', 1.0)])"
4123,2021-04-18,"('2021-04-20', [('100630105000002', 1.0)])"
130,2021-04-19,"('2021-04-20', [('100630105000002', 1.0)])"
130,2021-04-19,"('2021-04-21', [('100630105000002', 1.0)])"
166,2021-04-19,"('2021-04-21', [('100630105000002', 1.0)])"
4,2021-04-19,"('2021-04-20', [('100630105000002', 1.0)])"
4,2021-04-19,"('2021-04-21', [('100630105000002', 1.0)])"
4123,2021-04-19,"('2021-04-20', [('100630105000002', 1.0)])"
5,2021-04-19,"('2021-04-21', [('100630105000002', 1.0)])"
130,2021-04-20,"('2021-04-21', [('100630105000002', 1.0)])"
166,2021-04-20,"('2021-04-21', [('100630105000002', 1.0)])"
166,2021-04-20,"('2021-04-22', [('100630105000002', 1.0)])"
4,2021-04-20,"('2021-04-21', [('100630105000002', 1.0)])"
5,2021-04-20,"('2021-04-21', [('100630105000002', 1.0)])"
5,2021-04-20,"('2021-04-22', [('100630105000002', 1.0)])"
166,2021-04-21,"('2021-04-22', [('100630105000002', 1.0)])"
5,2021-04-21,"('2021-04-22', [('100630105000002', 1.0)])"
84,2021-04-21,"('2021-04-23', [('100630105000002', 1.0)])"
95,2021-04-21,"('2021-04-23', [('100630105000002', 1.0)])"
141,2021-04-22,"('2021-04-24', [('100630105000002', 2.0)])"
29,2021-04-22,"('2021-04-24', [('100630105000002', 2.0)])"
84,2021-04-22,"('2021-04-23', [('100630105000002', 1.0)])"
84,2021-04-22,"('2021-04-24', [('100630105000002', 1.0)])"
95,2021-04-22,"('2021-04-23', [('100630105000002', 1.0)])"
95,2021-04-22,"('2021-04-24', [('100630105000002', 1.0)])"
141,2021-04-23,"('2021-04-24', [('100630105000002', 2.0)])"
141,2021-04-23,"('2021-04-25', [('100630105000002', 2.0)])"
29,2021-04-23,"('2021-04-24', [('100630105000002', 2.0)])"
29,2021-04-23,"('2021-04-25', [('100630105000002', 2.0)])"
5,2021-04-23,"('2021-04-25', [('100630105000002', 2.0)])"
7,2021-04-23,"('2021-04-25', [('100630105000002', 2.0)])"
84,2021-04-23,"('2021-04-24', [('100630105000002', 1.0)])"
95,2021-04-23,"('2021-04-24', [('100630105000002', 1.0)])"
141,2021-04-24,"('2021-04-25', [('100630105000002', 2.0)])"
29,2021-04-24,"('2021-04-25', [('100630105000002', 2.0)])"
5,2021-04-24,"('2021-04-25', [('100630105000002', 2.0)])"
7,2021-04-24,"('2021-04-25', [('100630105000002', 2.0)])"
219,2021-04-25,"('2021-04-27', [('100630105000002', 1.0)])"
42,2021-04-25,"('2021-04-27', [('100630105000002', 4.0)])"
219,2021-04-26,"('2021-04-27', [('100630105000002', 1.0)])"
219,2021-04-26,"('2021-04-28', [('100630105000002', 1.0)])"
4104,2021-04-26,"('2021-04-28', [('100630105000002', 1.0)])"
42,2021-04-26,"('2021-04-27', [('100630105000002', 4.0)])"
42,2021-04-26,"('2021-04-28', [('100630105000002', 4.0)])"
219,2021-04-27,"('2021-04-28', [('100630105000002', 1.0)])"
4104,2021-04-27,"('2021-04-28', [('100630105000002', 1.0)])"
4104,2021-04-27,"('2021-04-29', [('100630105000002', 1.0)])"
42,2021-04-27,"('2021-04-28', [('100630105000002', 4.0)])"
3,2021-04-28,"('2021-04-30', [('100630105000002', 1.0)])"
4104,2021-04-28,"('2021-04-29', [('100630105000002', 1.0)])"
96,2021-04-28,"('2021-04-30', [('100630105000002', 2.0)])"
3,2021-04-29,"('2021-04-30', [('100630105000002', 1.0)])"
3,2021-04-29,"('2021-05-01', [('100630105000002', 1.0)])"
7,2021-04-29,"('2021-05-01', [('100630105000002', 1.0)])"
96,2021-04-29,"('2021-04-30', [('100630105000002', 2.0)])"
3,2021-04-30,"('2021-05-01', [('100630105000002', 1.0)])"
7,2021-04-30,"('2021-05-01', [('100630105000002', 1.0)])"
96,2021-05-02,"('2021-05-04', [('100630105000002', 1.0)])"
215,2021-05-03,"('2021-05-05', [('100630105000002', 1.0)])"
82,2021-05-03,"('2021-05-05', [('100630105000002', 1.0)])"
96,2021-05-03,"('2021-05-04', [('100630105000002', 1.0)])"
96,2021-05-03,"('2021-05-05', [('100630105000002', 1.0)])"
99,2021-05-03,"('2021-05-05', [('100630105000002', 1.0)])"
188,2021-05-04,"('2021-05-06', [('100630105000002', 1.0)])"
215,2021-05-04,"('2021-05-05', [('100630105000002', 1.0)])"
215,2021-05-04,"('2021-05-06', [('100630105000002', 1.0)])"
5,2021-05-04,"('2021-05-06', [('100630105000002', 2.0)])"
68,2021-05-04,"('2021-05-06', [('100630105000002', 1.0)])"
82,2021-05-04,"('2021-05-05', [('100630105000002', 1.0)])"
82,2021-05-04,"('2021-05-06', [('100630105000002', 1.0)])"
96,2021-05-04,"('2021-05-05', [('100630105000002', 1.0)])"
99,2021-05-04,"('2021-05-05', [('100630105000002', 1.0)])"
99,2021-05-04,"('2021-05-06', [('100630105000002', 1.0)])"
109,2021-05-05,"('2021-05-07', [('100630105000002', 2.0)])"
188,2021-05-05,"('2021-05-06', [('100630105000002', 1.0)])"
188,2021-05-05,"('2021-05-07', [('100630105000002', 1.0)])"
215,2021-05-05,"('2021-05-06', [('100630105000002', 1.0)])"
5,2021-05-05,"('2021-05-06', [('100630105000002', 2.0)])"
5,2021-05-05,"('2021-05-07', [('100630105000002', 2.0)])"
68,2021-05-05,"('2021-05-06', [('100630105000002', 1.0)])"
68,2021-05-05,"('2021-05-07', [('100630105000002', 1.0)])"
82,2021-05-05,"('2021-05-06', [('100630105000002', 1.0)])"
99,2021-05-05,"('2021-05-06', [('100630105000002', 1.0)])"
105,2021-05-06,"('2021-05-08', [('100630105000002', 1.0)])"
109,2021-05-06,"('2021-05-07', [('100630105000002', 2.0)])"
109,2021-05-06,"('2021-05-08', [('100630105000002', 2.0)])"
11,2021-05-06,"('2021-05-08', [('100630105000002', 1.0)])"
188,2021-05-06,"('2021-05-07', [('100630105000002', 1.0)])"
5,2021-05-06,"('2021-05-07', [('100630105000002', 2.0)])"
68,2021-05-06,"('2021-05-07', [('100630105000002', 1.0)])"
105,2021-05-07,"('2021-05-08', [('100630105000002', 1.0)])"
105,2021-05-07,"('2021-05-09', [('100630105000002', 1.0)])"
109,2021-05-07,"('2021-05-08', [('100630105000002', 2.0)])"
11,2021-05-07,"('2021-05-08', [('100630105000002', 1.0)])"
105,2021-05-08,"('2021-05-09', [('100630105000002', 1.0)])"
135,2021-05-09,"('2021-05-11', [('100630105000002', 2.0)])"
179,2021-05-09,"('2021-05-11', [('100630105000002', 1.0)])"
214,2021-05-09,"('2021-05-11', [('100630105000002', 1.0)])"
67,2021-05-09,"('2021-05-11', [('100630105000002', 1.0)])"
7,2021-05-09,"('2021-05-11', [('100630105000002', 1.0)])"
8,2021-05-09,"('2021-05-11', [('100630105000002', 1.0)])"
88,2021-05-09,"('2021-05-11', [('100630105000002', 2.0)])"
135,2021-05-10,"('2021-05-11', [('100630105000002', 2.0)])"
135,2021-05-10,"('2021-05-12', [('100630105000002', 2.0)])"
179,2021-05-10,"('2021-05-11', [('100630105000002', 1.0)])"
179,2021-05-10,"('2021-05-12', [('100630105000002', 1.0)])"
214,2021-05-10,"('2021-05-11', [('100630105000002', 1.0)])"
214,2021-05-10,"('2021-05-12', [('100630105000002', 1.0)])"
4803,2021-05-10,"('2021-05-12', [('100630105000002', 2.0)])"
67,2021-05-10,"('2021-05-11', [('100630105000002', 1.0)])"
67,2021-05-10,"('2021-05-12', [('100630105000002', 1.0)])"
7,2021-05-10,"('2021-05-11', [('100630105000002', 1.0)])"
7,2021-05-10,"('2021-05-12', [('100630105000002', 1.0)])"
8,2021-05-10,"('2021-05-11', [('100630105000002', 1.0)])"
8,2021-05-10,"('2021-05-12', [('100630105000002', 1.0)])"
88,2021-05-10,"('2021-05-11', [('100630105000002', 2.0)])"
88,2021-05-10,"('2021-05-12', [('100630105000002', 2.0)])"
135,2021-05-11,"('2021-05-12', [('100630105000002', 2.0)])"
152,2021-05-11,"('2021-05-13', [('100630105000002', 1.0)])"
179,2021-05-11,"('2021-05-12', [('100630105000002', 1.0)])"
214,2021-05-11,"('2021-05-12', [('100630105000002', 1.0)])"
4803,2021-05-11,"('2021-05-12', [('100630105000002', 2.0)])"
4803,2021-05-11,"('2021-05-13', [('100630105000002', 2.0)])"
63,2021-05-11,"('2021-05-13', [('100630105000002', 1.0)])"
67,2021-05-11,"('2021-05-12', [('100630105000002', 1.0)])"
7,2021-05-11,"('2021-05-12', [('100630105000002', 1.0)])"
8,2021-05-11,"('2021-05-12', [('100630105000002', 1.0)])"
88,2021-05-11,"('2021-05-12', [('100630105000002', 2.0)])"
152,2021-05-12,"('2021-05-13', [('100630105000002', 1.0)])"
4803,2021-05-12,"('2021-05-13', [('100630105000002', 2.0)])"
63,2021-05-12,"('2021-05-13', [('100630105000002', 1.0)])"
84,2021-05-13,"('2021-05-15', [('100630105000002', 1.0)])"
136,2021-05-14,"('2021-05-16', [('100630105000002', 2.0)])"
173,2021-05-14,"('2021-05-16', [('100630105000002', 1.0)])"
84,2021-05-14,"('2021-05-15', [('100630105000002', 1.0)])"
84,2021-05-14,"('2021-05-16', [('100630105000002', 1.0)])"
136,2021-05-15,"('2021-05-16', [('100630105000002', 2.0)])"
173,2021-05-15,"('2021-05-16', [('100630105000002', 1.0)])"
84,2021-05-15,"('2021-05-16', [('100630105000002', 1.0)])"
61,2021-05-16,"('2021-05-18', [('100630105000002', 1.0)])"
185,2021-05-17,"('2021-05-19', [('100630105000002', 2.0)])"
219,2021-05-17,"('2021-05-19', [('100630105000002', 1.0)])"
61,2021-05-17,"('2021-05-18', [('100630105000002', 1.0)])"
61,2021-05-17,"('2021-05-19', [('100630105000002', 1.0)])"
167,2021-05-18,"('2021-05-20', [('100630105000002', 1.0)])"
185,2021-05-18,"('2021-05-19', [('100630105000002', 2.0)])"
219,2021-05-18,"('2021-05-19', [('100630105000002', 1.0)])"
219,2021-05-18,"('2021-05-20', [('100630105000002', 1.0)])"
61,2021-05-18,"('2021-05-19', [('100630105000002', 1.0)])"
143,2021-05-19,"('2021-05-21', [('100630105000002', 1.0)])"
164,2021-05-19,"('2021-05-21', [('100630105000002', 3.0)])"
167,2021-05-19,"('2021-05-20', [('100630105000002', 1.0)])"
167,2021-05-19,"('2021-05-21', [('100630105000002', 1.0)])"
219,2021-05-19,"('2021-05-20', [('100630105000002', 1.0)])"
8,2021-05-19,"('2021-05-21', [('100630105000002', 1.0)])"
143,2021-05-20,"('2021-05-21', [('100630105000002', 1.0)])"
143,2021-05-20,"('2021-05-22', [('100630105000002', 1.0)])"
164,2021-05-20,"('2021-05-21', [('100630105000002', 3.0)])"
164,2021-05-20,"('2021-05-22', [('100630105000002', 3.0)])"
167,2021-05-20,"('2021-05-21', [('100630105000002', 1.0)])"
4906,2021-05-20,"('2021-05-22', [('100630105000002', 1.0)])"
8,2021-05-20,"('2021-05-21', [('100630105000002', 1.0)])"
8,2021-05-20,"('2021-05-22', [('100630105000002', 1.0)])"
82,2021-05-20,"('2021-05-22', [('100630105000002', 1.0)])"
100,2021-05-21,"('2021-05-23', [('100630105000002', 1.0)])"
143,2021-05-21,"('2021-05-22', [('100630105000002', 1.0)])"
15,2021-05-21,"('2021-05-23', [('100630105000002', 1.0)])"
164,2021-05-21,"('2021-05-22', [('100630105000002', 3.0)])"
4906,2021-05-21,"('2021-05-22', [('100630105000002', 1.0)])"
73,2021-05-21,"('2021-05-23', [('100630105000002', 1.0)])"
