store,sku,date,amount_miss_sales
162,100630105000002,2020-09-03,0
163,100630105000002,2020-09-03,0
164,100630105000002,2020-09-03,0
166,100630105000002,2020-09-03,0
167,100630105000002,2020-09-03,0
168,100630105000002,2020-09-03,0
170,100630105000002,2020-09-03,0
171,100630105000002,2020-09-03,0
172,100630105000002,2020-09-03,0
173,100630105000002,2020-09-03,0
174,100630105000002,2020-09-03,0
175,100630105000002,2020-09-03,0
179,100630105000002,2020-09-03,0
18,100630105000002,2020-09-03,0
180,100630105000002,2020-09-03,0
181,100630105000002,2020-09-03,0
182,100630105000002,2020-09-03,0
183,100630105000002,2020-09-03,0
184,100630105000002,2020-09-03,0
185,100630105000002,2020-09-03,0
186,100630105000002,2020-09-03,0
188,100630105000002,2020-09-03,0
189,100630105000002,2020-09-03,0
201,100630105000002,2020-09-03,0
202,100630105000002,2020-09-03,0
203,100630105000002,2020-09-03,0
21,100630105000002,2020-09-03,0
213,100630105000002,2020-09-03,0
214,100630105000002,2020-09-03,0
215,100630105000002,2020-09-03,0
216,100630105000002,2020-09-03,0
217,100630105000002,2020-09-03,0
218,100630105000002,2020-09-03,0
219,100630105000002,2020-09-03,0
22,100630105000002,2020-09-03,0
221,100630105000002,2020-09-03,0
26,100630105000002,2020-09-03,0
27,100630105000002,2020-09-03,0
28,100630105000002,2020-09-03,0
29,100630105000002,2020-09-03,0
3,100630105000002,2020-09-03,0
3005,100630105000002,2020-09-03,0
3202,100630105000002,2020-09-03,0
3205,100630105000002,2020-09-03,0
3208,100630105000002,2020-09-03,0
3245,100630105000002,2020-09-03,0
35,100630105000002,2020-09-03,0
36,100630105000002,2020-09-03,0
37,100630105000002,2020-09-03,0
4,100630105000002,2020-09-03,0
4104,100630105000002,2020-09-03,0
4123,100630105000002,2020-09-03,0
4129,100630105000002,2020-09-03,0
4133,100630105000002,2020-09-03,0
4134,100630105000002,2020-09-03,0
42,100630105000002,2020-09-03,0
43,100630105000002,2020-09-03,0
44,100630105000002,2020-09-03,0
45,100630105000002,2020-09-03,0
46,100630105000002,2020-09-03,0
47,100630105000002,2020-09-03,0
4803,100630105000002,2020-09-03,0
4805,100630105000002,2020-09-03,0
4904,100630105000002,2020-09-03,0
4906,100630105000002,2020-09-03,0
5,100630105000002,2020-09-03,0
50,100630105000002,2020-09-03,0
51,100630105000002,2020-09-03,0
52,100630105000002,2020-09-03,0
55,100630105000002,2020-09-03,0
56,100630105000002,2020-09-03,0
57,100630105000002,2020-09-03,0
61,100630105000002,2020-09-03,0
63,100630105000002,2020-09-03,0
64,100630105000002,2020-09-03,0
67,100630105000002,2020-09-03,0
68,100630105000002,2020-09-03,0
69,100630105000002,2020-09-03,0
7,100630105000002,2020-09-03,0
73,100630105000002,2020-09-03,0
74,100630105000002,2020-09-03,0
76,100630105000002,2020-09-03,0
79,100630105000002,2020-09-03,0
8,100630105000002,2020-09-03,0
81,100630105000002,2020-09-03,0
82,100630105000002,2020-09-03,0
84,100630105000002,2020-09-03,0
85,100630105000002,2020-09-03,0
88,100630105000002,2020-09-03,0
89,100630105000002,2020-09-03,0
90,100630105000002,2020-09-03,0
91,100630105000002,2020-09-03,0
95,100630105000002,2020-09-03,0
96,100630105000002,2020-09-03,0
99,100630105000002,2020-09-03,0
220,100630105000002,2020-09-03,0
225,100630105000002,2020-09-03,0
10,100630105000002,2020-09-04,0
100,100630105000002,2020-09-04,0
104,100630105000002,2020-09-04,0
105,100630105000002,2020-09-04,0
106,100630105000002,2020-09-04,0
109,100630105000002,2020-09-04,0
11,100630105000002,2020-09-04,0
114,100630105000002,2020-09-04,0
117,100630105000002,2020-09-04,0
119,100630105000002,2020-09-04,0
121,100630105000002,2020-09-04,0
122,100630105000002,2020-09-04,0
123,100630105000002,2020-09-04,0
130,100630105000002,2020-09-04,0
133,100630105000002,2020-09-04,0
135,100630105000002,2020-09-04,0
136,100630105000002,2020-09-04,0
141,100630105000002,2020-09-04,0
143,100630105000002,2020-09-04,0
144,100630105000002,2020-09-04,0
147,100630105000002,2020-09-04,0
149,100630105000002,2020-09-04,0
15,100630105000002,2020-09-04,0
150,100630105000002,2020-09-04,0
152,100630105000002,2020-09-04,0
156,100630105000002,2020-09-04,0
159,100630105000002,2020-09-04,0
160,100630105000002,2020-09-04,0
162,100630105000002,2020-09-04,0
163,100630105000002,2020-09-04,0
164,100630105000002,2020-09-04,0
166,100630105000002,2020-09-04,0
167,100630105000002,2020-09-04,0
168,100630105000002,2020-09-04,0
170,100630105000002,2020-09-04,0
171,100630105000002,2020-09-04,0
172,100630105000002,2020-09-04,0
173,100630105000002,2020-09-04,0
174,100630105000002,2020-09-04,0
175,100630105000002,2020-09-04,0
179,100630105000002,2020-09-04,0
18,100630105000002,2020-09-04,0
180,100630105000002,2020-09-04,0
181,100630105000002,2020-09-04,0
182,100630105000002,2020-09-04,0
183,100630105000002,2020-09-04,0
184,100630105000002,2020-09-04,0
185,100630105000002,2020-09-04,0
186,100630105000002,2020-09-04,0
188,100630105000002,2020-09-04,0
189,100630105000002,2020-09-04,0
201,100630105000002,2020-09-04,0
202,100630105000002,2020-09-04,0
203,100630105000002,2020-09-04,0
21,100630105000002,2020-09-04,0
213,100630105000002,2020-09-04,0
214,100630105000002,2020-09-04,0
215,100630105000002,2020-09-04,0
216,100630105000002,2020-09-04,0
217,100630105000002,2020-09-04,0
218,100630105000002,2020-09-04,0
219,100630105000002,2020-09-04,0
22,100630105000002,2020-09-04,0
221,100630105000002,2020-09-04,0
26,100630105000002,2020-09-04,0
27,100630105000002,2020-09-04,0
28,100630105000002,2020-09-04,0
29,100630105000002,2020-09-04,0
3,100630105000002,2020-09-04,0
3005,100630105000002,2020-09-04,0
3202,100630105000002,2020-09-04,0
3205,100630105000002,2020-09-04,0
3208,100630105000002,2020-09-04,0
3245,100630105000002,2020-09-04,0
35,100630105000002,2020-09-04,0
36,100630105000002,2020-09-04,0
37,100630105000002,2020-09-04,0
4,100630105000002,2020-09-04,0
4104,100630105000002,2020-09-04,0
4123,100630105000002,2020-09-04,0
4129,100630105000002,2020-09-04,0
4133,100630105000002,2020-09-04,0
4134,100630105000002,2020-09-04,0
42,100630105000002,2020-09-04,0
43,100630105000002,2020-09-04,0
44,100630105000002,2020-09-04,0
45,100630105000002,2020-09-04,0
46,100630105000002,2020-09-04,0
47,100630105000002,2020-09-04,0
4803,100630105000002,2020-09-04,0
4805,100630105000002,2020-09-04,0
4904,100630105000002,2020-09-04,0
4906,100630105000002,2020-09-04,0
5,100630105000002,2020-09-04,0
50,100630105000002,2020-09-04,0
51,100630105000002,2020-09-04,0
52,100630105000002,2020-09-04,0
55,100630105000002,2020-09-04,0
56,100630105000002,2020-09-04,0
57,100630105000002,2020-09-04,0
61,100630105000002,2020-09-04,0
63,100630105000002,2020-09-04,0
64,100630105000002,2020-09-04,0
67,100630105000002,2020-09-04,0
68,100630105000002,2020-09-04,0
69,100630105000002,2020-09-04,0
7,100630105000002,2020-09-04,0
73,100630105000002,2020-09-04,0
74,100630105000002,2020-09-04,0
76,100630105000002,2020-09-04,0
79,100630105000002,2020-09-04,0
8,100630105000002,2020-09-04,0
81,100630105000002,2020-09-04,0
82,100630105000002,2020-09-04,0
84,100630105000002,2020-09-04,0
85,100630105000002,2020-09-04,0
88,100630105000002,2020-09-04,0
89,100630105000002,2020-09-04,0
90,100630105000002,2020-09-04,0
91,100630105000002,2020-09-04,0
95,100630105000002,2020-09-04,0
96,100630105000002,2020-09-04,0
99,100630105000002,2020-09-04,0
220,100630105000002,2020-09-04,0
225,100630105000002,2020-09-04,0
10,100630105000002,2020-09-05,0
100,100630105000002,2020-09-05,0
104,100630105000002,2020-09-05,0
105,100630105000002,2020-09-05,0
106,100630105000002,2020-09-05,0
109,100630105000002,2020-09-05,0
11,100630105000002,2020-09-05,0
114,100630105000002,2020-09-05,0
117,100630105000002,2020-09-05,0
119,100630105000002,2020-09-05,0
121,100630105000002,2020-09-05,0
122,100630105000002,2020-09-05,0
123,100630105000002,2020-09-05,0
130,100630105000002,2020-09-05,0
133,100630105000002,2020-09-05,0
135,100630105000002,2020-09-05,0
136,100630105000002,2020-09-05,0
141,100630105000002,2020-09-05,0
143,100630105000002,2020-09-05,0
144,100630105000002,2020-09-05,0
147,100630105000002,2020-09-05,0
149,100630105000002,2020-09-05,0
15,100630105000002,2020-09-05,0
150,100630105000002,2020-09-05,0
152,100630105000002,2020-09-05,0
156,100630105000002,2020-09-05,0
159,100630105000002,2020-09-05,0
160,100630105000002,2020-09-05,0
162,100630105000002,2020-09-05,0
163,100630105000002,2020-09-05,0
164,100630105000002,2020-09-05,0
166,100630105000002,2020-09-05,0
167,100630105000002,2020-09-05,0
168,100630105000002,2020-09-05,0
170,100630105000002,2020-09-05,0
171,100630105000002,2020-09-05,0
172,100630105000002,2020-09-05,0
173,100630105000002,2020-09-05,0
174,100630105000002,2020-09-05,0
175,100630105000002,2020-09-05,0
179,100630105000002,2020-09-05,0
18,100630105000002,2020-09-05,0
180,100630105000002,2020-09-05,0
181,100630105000002,2020-09-05,0
182,100630105000002,2020-09-05,0
183,100630105000002,2020-09-05,0
184,100630105000002,2020-09-05,0
185,100630105000002,2020-09-05,0
186,100630105000002,2020-09-05,0
188,100630105000002,2020-09-05,0
189,100630105000002,2020-09-05,0
201,100630105000002,2020-09-05,0
202,100630105000002,2020-09-05,0
203,100630105000002,2020-09-05,0
21,100630105000002,2020-09-05,0
213,100630105000002,2020-09-05,0
214,100630105000002,2020-09-05,0
215,100630105000002,2020-09-05,0
216,100630105000002,2020-09-05,0
217,100630105000002,2020-09-05,0
218,100630105000002,2020-09-05,0
219,100630105000002,2020-09-05,0
22,100630105000002,2020-09-05,0
221,100630105000002,2020-09-05,0
26,100630105000002,2020-09-05,0
27,100630105000002,2020-09-05,0
28,100630105000002,2020-09-05,0
29,100630105000002,2020-09-05,0
3,100630105000002,2020-09-05,0
3005,100630105000002,2020-09-05,0
3202,100630105000002,2020-09-05,0
3205,100630105000002,2020-09-05,0
3208,100630105000002,2020-09-05,0
3245,100630105000002,2020-09-05,0
35,100630105000002,2020-09-05,0
36,100630105000002,2020-09-05,0
37,100630105000002,2020-09-05,0
4,100630105000002,2020-09-05,0
4104,100630105000002,2020-09-05,0
4123,100630105000002,2020-09-05,0
4129,100630105000002,2020-09-05,0
4133,100630105000002,2020-09-05,0
4134,100630105000002,2020-09-05,0
42,100630105000002,2020-09-05,0
43,100630105000002,2020-09-05,0
44,100630105000002,2020-09-05,0
45,100630105000002,2020-09-05,0
46,100630105000002,2020-09-05,0
47,100630105000002,2020-09-05,0
4803,100630105000002,2020-09-05,0
4805,100630105000002,2020-09-05,0
4904,100630105000002,2020-09-05,0
4906,100630105000002,2020-09-05,0
5,100630105000002,2020-09-05,0
50,100630105000002,2020-09-05,0
51,100630105000002,2020-09-05,0
52,100630105000002,2020-09-05,0
55,100630105000002,2020-09-05,0
56,100630105000002,2020-09-05,0
57,100630105000002,2020-09-05,0
61,100630105000002,2020-09-05,0
63,100630105000002,2020-09-05,0
64,100630105000002,2020-09-05,0
67,100630105000002,2020-09-05,0
68,100630105000002,2020-09-05,0
69,100630105000002,2020-09-05,0
7,100630105000002,2020-09-05,0
73,100630105000002,2020-09-05,0
74,100630105000002,2020-09-05,0
76,100630105000002,2020-09-05,0
79,100630105000002,2020-09-05,0
8,100630105000002,2020-09-05,0
81,100630105000002,2020-09-05,0
82,100630105000002,2020-09-05,0
84,100630105000002,2020-09-05,0
85,100630105000002,2020-09-05,0
88,100630105000002,2020-09-05,0
89,100630105000002,2020-09-05,0
90,100630105000002,2020-09-05,0
91,100630105000002,2020-09-05,0
95,100630105000002,2020-09-05,0
96,100630105000002,2020-09-05,0
99,100630105000002,2020-09-05,0
220,100630105000002,2020-09-05,0
225,100630105000002,2020-09-05,0
10,100630105000002,2020-09-06,0
100,100630105000002,2020-09-06,0
104,100630105000002,2020-09-06,0
105,100630105000002,2020-09-06,0
106,100630105000002,2020-09-06,0
