store,sku,date,amount_miss_sales
35,100630105000002,2021-04-19,0
36,100630105000002,2021-04-19,0
37,100630105000002,2021-04-19,0
4,100630105000002,2021-04-19,0
4104,100630105000002,2021-04-19,0
4123,100630105000002,2021-04-19,0
4129,100630105000002,2021-04-19,0
4133,100630105000002,2021-04-19,0
4134,100630105000002,2021-04-19,0
42,100630105000002,2021-04-19,0
43,100630105000002,2021-04-19,0
44,100630105000002,2021-04-19,0
45,100630105000002,2021-04-19,0
46,100630105000002,2021-04-19,0
47,100630105000002,2021-04-19,0
4803,100630105000002,2021-04-19,0
4805,100630105000002,2021-04-19,0
4904,100630105000002,2021-04-19,0
4906,100630105000002,2021-04-19,0
5,100630105000002,2021-04-19,0
50,100630105000002,2021-04-19,0
51,100630105000002,2021-04-19,0
52,100630105000002,2021-04-19,0
55,100630105000002,2021-04-19,0
56,100630105000002,2021-04-19,0
57,100630105000002,2021-04-19,0
61,100630105000002,2021-04-19,0
63,100630105000002,2021-04-19,0
64,100630105000002,2021-04-19,0
67,100630105000002,2021-04-19,0
68,100630105000002,2021-04-19,0
69,100630105000002,2021-04-19,0
7,100630105000002,2021-04-19,0
73,100630105000002,2021-04-19,0
74,100630105000002,2021-04-19,0
76,100630105000002,2021-04-19,1
79,100630105000002,2021-04-19,0
8,100630105000002,2021-04-19,0
81,100630105000002,2021-04-19,0
82,100630105000002,2021-04-19,1
84,100630105000002,2021-04-19,0
85,100630105000002,2021-04-19,0
88,100630105000002,2021-04-19,0
89,100630105000002,2021-04-19,0
90,100630105000002,2021-04-19,0
91,100630105000002,2021-04-19,3
95,100630105000002,2021-04-19,0
96,100630105000002,2021-04-19,1
99,100630105000002,2021-04-19,1
220,100630105000002,2021-04-19,0
225,100630105000002,2021-04-19,0
10,100630105000002,2021-04-20,0
100,100630105000002,2021-04-20,1
104,100630105000002,2021-04-20,0
105,100630105000002,2021-04-20,0
106,100630105000002,2021-04-20,0
109,100630105000002,2021-04-20,1
11,100630105000002,2021-04-20,0
114,100630105000002,2021-04-20,0
117,100630105000002,2021-04-20,0
119,100630105000002,2021-04-20,0
121,100630105000002,2021-04-20,0
122,100630105000002,2021-04-20,0
123,100630105000002,2021-04-20,0
130,100630105000002,2021-04-20,0
133,100630105000002,2021-04-20,0
135,100630105000002,2021-04-20,0
136,100630105000002,2021-04-20,0
141,100630105000002,2021-04-20,1
143,100630105000002,2021-04-20,0
144,100630105000002,2021-04-20,0
147,100630105000002,2021-04-20,0
149,100630105000002,2021-04-20,0
15,100630105000002,2021-04-20,0
150,100630105000002,2021-04-20,0
152,100630105000002,2021-04-20,0
156,100630105000002,2021-04-20,0
159,100630105000002,2021-04-20,0
160,100630105000002,2021-04-20,0
162,100630105000002,2021-04-20,0
163,100630105000002,2021-04-20,0
164,100630105000002,2021-04-20,0
166,100630105000002,2021-04-20,0
167,100630105000002,2021-04-20,0
168,100630105000002,2021-04-20,0
170,100630105000002,2021-04-20,1
171,100630105000002,2021-04-20,0
172,100630105000002,2021-04-20,0
173,100630105000002,2021-04-20,0
174,100630105000002,2021-04-20,0
175,100630105000002,2021-04-20,0
179,100630105000002,2021-04-20,0
18,100630105000002,2021-04-20,2
180,100630105000002,2021-04-20,0
181,100630105000002,2021-04-20,0
182,100630105000002,2021-04-20,0
183,100630105000002,2021-04-20,0
184,100630105000002,2021-04-20,0
185,100630105000002,2021-04-20,0
186,100630105000002,2021-04-20,0
188,100630105000002,2021-04-20,0
189,100630105000002,2021-04-20,0
201,100630105000002,2021-04-20,0
202,100630105000002,2021-04-20,0
203,100630105000002,2021-04-20,0
21,100630105000002,2021-04-20,0
213,100630105000002,2021-04-20,0
214,100630105000002,2021-04-20,0
215,100630105000002,2021-04-20,0
216,100630105000002,2021-04-20,0
217,100630105000002,2021-04-20,0
218,100630105000002,2021-04-20,0
219,100630105000002,2021-04-20,0
22,100630105000002,2021-04-20,0
221,100630105000002,2021-04-20,0
26,100630105000002,2021-04-20,0
27,100630105000002,2021-04-20,0
28,100630105000002,2021-04-20,0
29,100630105000002,2021-04-20,0
3,100630105000002,2021-04-20,0
3005,100630105000002,2021-04-20,0
3202,100630105000002,2021-04-20,0
3205,100630105000002,2021-04-20,0
3208,100630105000002,2021-04-20,0
3245,100630105000002,2021-04-20,0
35,100630105000002,2021-04-20,0
36,100630105000002,2021-04-20,0
37,100630105000002,2021-04-20,0
4,100630105000002,2021-04-20,0
4104,100630105000002,2021-04-20,0
4123,100630105000002,2021-04-20,0
4129,100630105000002,2021-04-20,0
4133,100630105000002,2021-04-20,0
4134,100630105000002,2021-04-20,0
42,100630105000002,2021-04-20,0
43,100630105000002,2021-04-20,0
44,100630105000002,2021-04-20,0
45,100630105000002,2021-04-20,0
46,100630105000002,2021-04-20,0
47,100630105000002,2021-04-20,0
4803,100630105000002,2021-04-20,0
4805,100630105000002,2021-04-20,0
4904,100630105000002,2021-04-20,0
4906,100630105000002,2021-04-20,0
5,100630105000002,2021-04-20,0
50,100630105000002,2021-04-20,0
51,100630105000002,2021-04-20,0
52,100630105000002,2021-04-20,0
55,100630105000002,2021-04-20,0
56,100630105000002,2021-04-20,0
57,100630105000002,2021-04-20,0
61,100630105000002,2021-04-20,0
63,100630105000002,2021-04-20,0
64,100630105000002,2021-04-20,0
67,100630105000002,2021-04-20,0
68,100630105000002,2021-04-20,0
69,100630105000002,2021-04-20,0
7,100630105000002,2021-04-20,0
73,100630105000002,2021-04-20,0
74,100630105000002,2021-04-20,0
76,100630105000002,2021-04-20,1
79,100630105000002,2021-04-20,0
8,100630105000002,2021-04-20,0
81,100630105000002,2021-04-20,0
82,100630105000002,2021-04-20,1
84,100630105000002,2021-04-20,0
85,100630105000002,2021-04-20,0
88,100630105000002,2021-04-20,0
89,100630105000002,2021-04-20,0
90,100630105000002,2021-04-20,0
91,100630105000002,2021-04-20,3
95,100630105000002,2021-04-20,0
96,100630105000002,2021-04-20,1
99,100630105000002,2021-04-20,1
220,100630105000002,2021-04-20,0
225,100630105000002,2021-04-20,0
10,100630105000002,2021-04-21,0
100,100630105000002,2021-04-21,1
104,100630105000002,2021-04-21,0
105,100630105000002,2021-04-21,0
106,100630105000002,2021-04-21,0
109,100630105000002,2021-04-21,1
11,100630105000002,2021-04-21,0
114,100630105000002,2021-04-21,0
117,100630105000002,2021-04-21,0
119,100630105000002,2021-04-21,0
121,100630105000002,2021-04-21,0
122,100630105000002,2021-04-21,0
123,100630105000002,2021-04-21,0
130,100630105000002,2021-04-21,0
133,100630105000002,2021-04-21,0
135,100630105000002,2021-04-21,0
136,100630105000002,2021-04-21,0
141,100630105000002,2021-04-21,1
143,100630105000002,2021-04-21,0
144,100630105000002,2021-04-21,0
147,100630105000002,2021-04-21,0
149,100630105000002,2021-04-21,0
15,100630105000002,2021-04-21,0
150,100630105000002,2021-04-21,0
152,100630105000002,2021-04-21,0
156,100630105000002,2021-04-21,0
159,100630105000002,2021-04-21,0
160,100630105000002,2021-04-21,0
162,100630105000002,2021-04-21,0
163,100630105000002,2021-04-21,0
164,100630105000002,2021-04-21,0
166,100630105000002,2021-04-21,0
167,100630105000002,2021-04-21,0
168,100630105000002,2021-04-21,0
170,100630105000002,2021-04-21,1
171,100630105000002,2021-04-21,0
172,100630105000002,2021-04-21,0
173,100630105000002,2021-04-21,0
174,100630105000002,2021-04-21,0
175,100630105000002,2021-04-21,0
179,100630105000002,2021-04-21,0
18,100630105000002,2021-04-21,2
180,100630105000002,2021-04-21,0
181,100630105000002,2021-04-21,0
182,100630105000002,2021-04-21,0
183,100630105000002,2021-04-21,0
184,100630105000002,2021-04-21,0
185,100630105000002,2021-04-21,0
186,100630105000002,2021-04-21,0
188,100630105000002,2021-04-21,0
189,100630105000002,2021-04-21,0
201,100630105000002,2021-04-21,0
202,100630105000002,2021-04-21,0
203,100630105000002,2021-04-21,0
21,100630105000002,2021-04-21,0
213,100630105000002,2021-04-21,0
214,100630105000002,2021-04-21,0
215,100630105000002,2021-04-21,0
216,100630105000002,2021-04-21,0
217,100630105000002,2021-04-21,0
218,100630105000002,2021-04-21,0
219,100630105000002,2021-04-21,0
22,100630105000002,2021-04-21,0
221,100630105000002,2021-04-21,0
26,100630105000002,2021-04-21,0
27,100630105000002,2021-04-21,0
28,100630105000002,2021-04-21,0
29,100630105000002,2021-04-21,0
3,100630105000002,2021-04-21,0
3005,100630105000002,2021-04-21,0
3202,100630105000002,2021-04-21,0
3205,100630105000002,2021-04-21,0
3208,100630105000002,2021-04-21,0
3245,100630105000002,2021-04-21,0
35,100630105000002,2021-04-21,0
36,100630105000002,2021-04-21,0
37,100630105000002,2021-04-21,0
4,100630105000002,2021-04-21,0
4104,100630105000002,2021-04-21,0
4123,100630105000002,2021-04-21,0
4129,100630105000002,2021-04-21,0
4133,100630105000002,2021-04-21,0
4134,100630105000002,2021-04-21,0
42,100630105000002,2021-04-21,0
43,100630105000002,2021-04-21,0
44,100630105000002,2021-04-21,0
45,100630105000002,2021-04-21,0
46,100630105000002,2021-04-21,0
47,100630105000002,2021-04-21,0
4803,100630105000002,2021-04-21,0
4805,100630105000002,2021-04-21,0
4904,100630105000002,2021-04-21,0
4906,100630105000002,2021-04-21,0
5,100630105000002,2021-04-21,0
50,100630105000002,2021-04-21,0
51,100630105000002,2021-04-21,0
52,100630105000002,2021-04-21,0
55,100630105000002,2021-04-21,0
56,100630105000002,2021-04-21,0
57,100630105000002,2021-04-21,0
61,100630105000002,2021-04-21,0
63,100630105000002,2021-04-21,0
64,100630105000002,2021-04-21,0
67,100630105000002,2021-04-21,0
68,100630105000002,2021-04-21,0
69,100630105000002,2021-04-21,0
7,100630105000002,2021-04-21,0
73,100630105000002,2021-04-21,0
74,100630105000002,2021-04-21,0
76,100630105000002,2021-04-21,1
79,100630105000002,2021-04-21,0
8,100630105000002,2021-04-21,0
81,100630105000002,2021-04-21,0
82,100630105000002,2021-04-21,1
84,100630105000002,2021-04-21,0
85,100630105000002,2021-04-21,0
88,100630105000002,2021-04-21,0
89,100630105000002,2021-04-21,0
90,100630105000002,2021-04-21,0
91,100630105000002,2021-04-21,3
95,100630105000002,2021-04-21,0
96,100630105000002,2021-04-21,1
99,100630105000002,2021-04-21,1
220,100630105000002,2021-04-21,0
225,100630105000002,2021-04-21,0
10,100630105000002,2021-04-22,0
100,100630105000002,2021-04-22,1
104,100630105000002,2021-04-22,0
105,100630105000002,2021-04-22,0
106,100630105000002,2021-04-22,0
109,100630105000002,2021-04-22,1
11,100630105000002,2021-04-22,0
114,100630105000002,2021-04-22,0
117,100630105000002,2021-04-22,0
119,100630105000002,2021-04-22,0
121,100630105000002,2021-04-22,0
122,100630105000002,2021-04-22,0
123,100630105000002,2021-04-22,0
130,100630105000002,2021-04-22,0
133,100630105000002,2021-04-22,0
135,100630105000002,2021-04-22,0
136,100630105000002,2021-04-22,0
141,100630105000002,2021-04-22,1
143,100630105000002,2021-04-22,0
144,100630105000002,2021-04-22,0
147,100630105000002,2021-04-22,0
149,100630105000002,2021-04-22,0
15,100630105000002,2021-04-22,0
150,100630105000002,2021-04-22,0
152,100630105000002,2021-04-22,0
156,100630105000002,2021-04-22,0
159,100630105000002,2021-04-22,0
160,100630105000002,2021-04-22,0
162,100630105000002,2021-04-22,0
163,100630105000002,2021-04-22,0
164,100630105000002,2021-04-22,0
166,100630105000002,2021-04-22,0
167,100630105000002,2021-04-22,0
168,100630105000002,2021-04-22,0
170,100630105000002,2021-04-22,1
171,100630105000002,2021-04-22,0
172,100630105000002,2021-04-22,0
173,100630105000002,2021-04-22,0
174,100630105000002,2021-04-22,0
175,100630105000002,2021-04-22,0
179,100630105000002,2021-04-22,0
18,100630105000002,2021-04-22,2
180,100630105000002,2021-04-22,0
181,100630105000002,2021-04-22,0
182,100630105000002,2021-04-22,0
183,100630105000002,2021-04-22,0
184,100630105000002,2021-04-22,0
185,100630105000002,2021-04-22,0
186,100630105000002,2021-04-22,0
188,100630105000002,2021-04-22,0
189,100630105000002,2021-04-22,0
201,100630105000002,2021-04-22,0
202,100630105000002,2021-04-22,0
203,100630105000002,2021-04-22,0
21,100630105000002,2021-04-22,0
213,100630105000002,2021-04-22,0
214,100630105000002,2021-04-22,0
215,100630105000002,2021-04-22,0
216,100630105000002,2021-04-22,0
217,100630105000002,2021-04-22,0
218,100630105000002,2021-04-22,0
219,100630105000002,2021-04-22,0
22,100630105000002,2021-04-22,0
221,100630105000002,2021-04-22,0
26,100630105000002,2021-04-22,0
27,100630105000002,2021-04-22,0
28,100630105000002,2021-04-22,0
29,100630105000002,2021-04-22,0
3,100630105000002,2021-04-22,0
3005,100630105000002,2021-04-22,0
3202,100630105000002,2021-04-22,0
3205,100630105000002,2021-04-22,0
3208,100630105000002,2021-04-22,0
3245,100630105000002,2021-04-22,0
35,100630105000002,2021-04-22,0
36,100630105000002,2021-04-22,0
37,100630105000002,2021-04-22,0
4,100630105000002,2021-04-22,0
4104,100630105000002,2021-04-22,0
4123,100630105000002,2021-04-22,0
4129,100630105000002,2021-04-22,0
4133,100630105000002,2021-04-22,0
4134,100630105000002,2021-04-22,0
42,100630105000002,2021-04-22,0
43,100630105000002,2021-04-22,0
44,100630105000002,2021-04-22,0
45,100630105000002,2021-04-22,0
46,100630105000002,2021-04-22,0
47,100630105000002,2021-04-22,0
4803,100630105000002,2021-04-22,0
4805,100630105000002,2021-04-22,0
4904,100630105000002,2021-04-22,0
4906,100630105000002,2021-04-22,0
5,100630105000002,2021-04-22,0
50,100630105000002,2021-04-22,0
51,100630105000002,2021-04-22,0
52,100630105000002,2021-04-22,0
55,100630105000002,2021-04-22,0
56,100630105000002,2021-04-22,0
57,100630105000002,2021-04-22,0
61,100630105000002,2021-04-22,0
63,100630105000002,2021-04-22,0
64,100630105000002,2021-04-22,0
67,100630105000002,2021-04-22,0
68,100630105000002,2021-04-22,0
69,100630105000002,2021-04-22,0
7,100630105000002,2021-04-22,0
73,100630105000002,2021-04-22,0
74,100630105000002,2021-04-22,0
76,100630105000002,2021-04-22,1
79,100630105000002,2021-04-22,0
8,100630105000002,2021-04-22,0
81,100630105000002,2021-04-22,0
82,100630105000002,2021-04-22,1
84,100630105000002,2021-04-22,0
85,100630105000002,2021-04-22,0
88,100630105000002,2021-04-22,0
89,100630105000002,2021-04-22,0
90,100630105000002,2021-04-22,0
91,100630105000002,2021-04-22,3
95,100630105000002,2021-04-22,0
96,100630105000002,2021-04-22,1
99,100630105000002,2021-04-22,1
220,100630105000002,2021-04-22,0
225,100630105000002,2021-04-22,0
10,100630105000002,2021-04-23,0
100,100630105000002,2021-04-23,1
104,100630105000002,2021-04-23,0
105,100630105000002,2021-04-23,0
106,100630105000002,2021-04-23,0
109,100630105000002,2021-04-23,1
11,100630105000002,2021-04-23,0
114,100630105000002,2021-04-23,0
117,100630105000002,2021-04-23,0
119,100630105000002,2021-04-23,0
121,100630105000002,2021-04-23,0
122,100630105000002,2021-04-23,0
123,100630105000002,2021-04-23,0
130,100630105000002,2021-04-23,0
133,100630105000002,2021-04-23,0
135,100630105000002,2021-04-23,0
136,100630105000002,2021-04-23,0
141,100630105000002,2021-04-23,1
143,100630105000002,2021-04-23,0
144,100630105000002,2021-04-23,0
147,100630105000002,2021-04-23,0
149,100630105000002,2021-04-23,0
15,100630105000002,2021-04-23,0
150,100630105000002,2021-04-23,0
152,100630105000002,2021-04-23,0
156,100630105000002,2021-04-23,0
159,100630105000002,2021-04-23,0
160,100630105000002,2021-04-23,0
162,100630105000002,2021-04-23,0
163,100630105000002,2021-04-23,0
164,100630105000002,2021-04-23,0
166,100630105000002,2021-04-23,0
167,100630105000002,2021-04-23,0
168,100630105000002,2021-04-23,0
170,100630105000002,2021-04-23,1
171,100630105000002,2021-04-23,0
172,100630105000002,2021-04-23,0
173,100630105000002,2021-04-23,0
174,100630105000002,2021-04-23,0
175,100630105000002,2021-04-23,0
179,100630105000002,2021-04-23,0
18,100630105000002,2021-04-23,2
180,100630105000002,2021-04-23,0
181,100630105000002,2021-04-23,0
182,100630105000002,2021-04-23,0
183,100630105000002,2021-04-23,0
184,100630105000002,2021-04-23,0
185,100630105000002,2021-04-23,0
186,100630105000002,2021-04-23,0
188,100630105000002,2021-04-23,0
189,100630105000002,2021-04-23,0
201,100630105000002,2021-04-23,0
202,100630105000002,2021-04-23,0
203,100630105000002,2021-04-23,0
21,100630105000002,2021-04-23,0
213,100630105000002,2021-04-23,0
214,100630105000002,2021-04-23,0
215,100630105000002,2021-04-23,0
216,100630105000002,2021-04-23,0
217,100630105000002,2021-04-23,0
218,100630105000002,2021-04-23,0
219,100630105000002,2021-04-23,0
22,100630105000002,2021-04-23,0
221,100630105000002,2021-04-23,0
26,100630105000002,2021-04-23,0
27,100630105000002,2021-04-23,0
28,100630105000002,2021-04-23,0
29,100630105000002,2021-04-23,0
3,100630105000002,2021-04-23,0
3005,100630105000002,2021-04-23,0
3202,100630105000002,2021-04-23,0
3205,100630105000002,2021-04-23,0
3208,100630105000002,2021-04-23,0
3245,100630105000002,2021-04-23,0
35,100630105000002,2021-04-23,0
36,100630105000002,2021-04-23,0
37,100630105000002,2021-04-23,0
4,100630105000002,2021-04-23,0
4104,100630105000002,2021-04-23,0
4123,100630105000002,2021-04-23,0
4129,100630105000002,2021-04-23,0
4133,100630105000002,2021-04-23,0
4134,100630105000002,2021-04-23,0
42,100630105000002,2021-04-23,0
43,100630105000002,2021-04-23,0
44,100630105000002,2021-04-23,0
45,100630105000002,2021-04-23,0
46,100630105000002,2021-04-23,0
47,100630105000002,2021-04-23,0
4803,100630105000002,2021-04-23,0
4805,100630105000002,2021-04-23,0
4904,100630105000002,2021-04-23,0
4906,100630105000002,2021-04-23,0
5,100630105000002,2021-04-23,0
50,100630105000002,2021-04-23,0
51,100630105000002,2021-04-23,0
52,100630105000002,2021-04-23,0
55,100630105000002,2021-04-23,0
56,100630105000002,2021-04-23,0
57,100630105000002,2021-04-23,0
61,100630105000002,2021-04-23,0
63,100630105000002,2021-04-23,0
64,100630105000002,2021-04-23,0
67,100630105000002,2021-04-23,0
68,100630105000002,2021-04-23,0
69,100630105000002,2021-04-23,0
7,100630105000002,2021-04-23,0
73,100630105000002,2021-04-23,0
74,100630105000002,2021-04-23,0
76,100630105000002,2021-04-23,1
79,100630105000002,2021-04-23,0
8,100630105000002,2021-04-23,0
81,100630105000002,2021-04-23,0
82,100630105000002,2021-04-23,1
84,100630105000002,2021-04-23,0
85,100630105000002,2021-04-23,0
88,100630105000002,2021-04-23,0
89,100630105000002,2021-04-23,0
90,100630105000002,2021-04-23,0
91,100630105000002,2021-04-23,3
95,100630105000002,2021-04-23,0
96,100630105000002,2021-04-23,1
99,100630105000002,2021-04-23,1
220,100630105000002,2021-04-23,0
225,100630105000002,2021-04-23,0
10,100630105000002,2021-04-24,0
100,100630105000002,2021-04-24,1
104,100630105000002,2021-04-24,0
105,100630105000002,2021-04-24,0
106,100630105000002,2021-04-24,0
109,100630105000002,2021-04-24,1
11,100630105000002,2021-04-24,0
114,100630105000002,2021-04-24,0
117,100630105000002,2021-04-24,0
119,100630105000002,2021-04-24,0
121,100630105000002,2021-04-24,0
122,100630105000002,2021-04-24,0
123,100630105000002,2021-04-24,0
130,100630105000002,2021-04-24,0
133,100630105000002,2021-04-24,0
135,100630105000002,2021-04-24,0
136,100630105000002,2021-04-24,0
141,100630105000002,2021-04-24,1
143,100630105000002,2021-04-24,0
144,100630105000002,2021-04-24,0
147,100630105000002,2021-04-24,0
149,100630105000002,2021-04-24,0
15,100630105000002,2021-04-24,0
150,100630105000002,2021-04-24,0
152,100630105000002,2021-04-24,0
156,100630105000002,2021-04-24,0
159,100630105000002,2021-04-24,0
160,100630105000002,2021-04-24,0
162,100630105000002,2021-04-24,0
163,100630105000002,2021-04-24,0
164,100630105000002,2021-04-24,0
166,100630105000002,2021-04-24,0
167,100630105000002,2021-04-24,0
168,100630105000002,2021-04-24,0
170,100630105000002,2021-04-24,1
171,100630105000002,2021-04-24,0
172,100630105000002,2021-04-24,0
173,100630105000002,2021-04-24,0
174,100630105000002,2021-04-24,0
175,100630105000002,2021-04-24,0
179,100630105000002,2021-04-24,0
18,100630105000002,2021-04-24,2
180,100630105000002,2021-04-24,0
181,100630105000002,2021-04-24,0
182,100630105000002,2021-04-24,0
183,100630105000002,2021-04-24,0
184,100630105000002,2021-04-24,0
185,100630105000002,2021-04-24,0
186,100630105000002,2021-04-24,0
188,100630105000002,2021-04-24,0
189,100630105000002,2021-04-24,0
201,100630105000002,2021-04-24,0
202,100630105000002,2021-04-24,0
203,100630105000002,2021-04-24,0
21,100630105000002,2021-04-24,0
213,100630105000002,2021-04-24,0
214,100630105000002,2021-04-24,0
215,100630105000002,2021-04-24,0
216,100630105000002,2021-04-24,0
217,100630105000002,2021-04-24,0
218,100630105000002,2021-04-24,0
219,100630105000002,2021-04-24,0
22,100630105000002,2021-04-24,0
221,100630105000002,2021-04-24,0
26,100630105000002,2021-04-24,0
27,100630105000002,2021-04-24,0
28,100630105000002,2021-04-24,0
29,100630105000002,2021-04-24,0
3,100630105000002,2021-04-24,0
3005,100630105000002,2021-04-24,0
3202,100630105000002,2021-04-24,0
3205,100630105000002,2021-04-24,0
3208,100630105000002,2021-04-24,0
3245,100630105000002,2021-04-24,0
35,100630105000002,2021-04-24,0
36,100630105000002,2021-04-24,0
37,100630105000002,2021-04-24,0
4,100630105000002,2021-04-24,0
4104,100630105000002,2021-04-24,0
4123,100630105000002,2021-04-24,0
4129,100630105000002,2021-04-24,0
4133,100630105000002,2021-04-24,0
4134,100630105000002,2021-04-24,0
42,100630105000002,2021-04-24,0
43,100630105000002,2021-04-24,0
44,100630105000002,2021-04-24,0
45,100630105000002,2021-04-24,0
46,100630105000002,2021-04-24,0
47,100630105000002,2021-04-24,0
4803,100630105000002,2021-04-24,0
4805,100630105000002,2021-04-24,0
4904,100630105000002,2021-04-24,0
4906,100630105000002,2021-04-24,0
5,100630105000002,2021-04-24,0
50,100630105000002,2021-04-24,0
51,100630105000002,2021-04-24,0
52,100630105000002,2021-04-24,0
55,100630105000002,2021-04-24,0
56,100630105000002,2021-04-24,0
57,100630105000002,2021-04-24,0
61,100630105000002,2021-04-24,0
63,100630105000002,2021-04-24,0
64,100630105000002,2021-04-24,0
67,100630105000002,2021-04-24,0
68,100630105000002,2021-04-24,0
69,100630105000002,2021-04-24,0
7,100630105000002,2021-04-24,0
73,100630105000002,2021-04-24,0
74,100630105000002,2021-04-24,0
76,100630105000002,2021-04-24,1
79,100630105000002,2021-04-24,0
8,100630105000002,2021-04-24,0
81,100630105000002,2021-04-24,0
82,100630105000002,2021-04-24,1
84,100630105000002,2021-04-24,0
85,100630105000002,2021-04-24,0
88,100630105000002,2021-04-24,0
89,100630105000002,2021-04-24,0
90,100630105000002,2021-04-24,0
91,100630105000002,2021-04-24,3
95,100630105000002,2021-04-24,0
96,100630105000002,2021-04-24,1
99,100630105000002,2021-04-24,1
220,100630105000002,2021-04-24,0
225,100630105000002,2021-04-24,0
10,100630105000002,2021-04-25,0
100,100630105000002,2021-04-25,1
104,100630105000002,2021-04-25,0
105,100630105000002,2021-04-25,0
106,100630105000002,2021-04-25,0
109,100630105000002,2021-04-25,1
11,100630105000002,2021-04-25,0
114,100630105000002,2021-04-25,0
117,100630105000002,2021-04-25,0
119,100630105000002,2021-04-25,0
121,100630105000002,2021-04-25,0
122,100630105000002,2021-04-25,0
123,100630105000002,2021-04-25,0
130,100630105000002,2021-04-25,0
133,100630105000002,2021-04-25,0
135,100630105000002,2021-04-25,0
136,100630105000002,2021-04-25,0
141,100630105000002,2021-04-25,1
143,100630105000002,2021-04-25,0
144,100630105000002,2021-04-25,0
147,100630105000002,2021-04-25,0
149,100630105000002,2021-04-25,0
15,100630105000002,2021-04-25,0
150,100630105000002,2021-04-25,0
152,100630105000002,2021-04-25,0
156,100630105000002,2021-04-25,0
159,100630105000002,2021-04-25,0
160,100630105000002,2021-04-25,0
162,100630105000002,2021-04-25,0
163,100630105000002,2021-04-25,0
164,100630105000002,2021-04-25,0
166,100630105000002,2021-04-25,0
167,100630105000002,2021-04-25,0
168,100630105000002,2021-04-25,0
170,100630105000002,2021-04-25,1
171,100630105000002,2021-04-25,0
172,100630105000002,2021-04-25,0
173,100630105000002,2021-04-25,0
174,100630105000002,2021-04-25,0
175,100630105000002,2021-04-25,0
179,100630105000002,2021-04-25,0
18,100630105000002,2021-04-25,2
180,100630105000002,2021-04-25,0
181,100630105000002,2021-04-25,0
182,100630105000002,2021-04-25,0
183,100630105000002,2021-04-25,0
184,100630105000002,2021-04-25,0
185,100630105000002,2021-04-25,0
186,100630105000002,2021-04-25,0
188,100630105000002,2021-04-25,0
189,100630105000002,2021-04-25,0
201,100630105000002,2021-04-25,0
202,100630105000002,2021-04-25,0
203,100630105000002,2021-04-25,0
21,100630105000002,2021-04-25,0
213,100630105000002,2021-04-25,0
214,100630105000002,2021-04-25,0
215,100630105000002,2021-04-25,0
216,100630105000002,2021-04-25,0
217,100630105000002,2021-04-25,0
218,100630105000002,2021-04-25,0
219,100630105000002,2021-04-25,0
22,100630105000002,2021-04-25,0
221,100630105000002,2021-04-25,0
26,100630105000002,2021-04-25,0
27,100630105000002,2021-04-25,0
28,100630105000002,2021-04-25,0
29,100630105000002,2021-04-25,0
3,100630105000002,2021-04-25,0
3005,100630105000002,2021-04-25,0
3202,100630105000002,2021-04-25,0
3205,100630105000002,2021-04-25,0
3208,100630105000002,2021-04-25,0
3245,100630105000002,2021-04-25,0
35,100630105000002,2021-04-25,0
36,100630105000002,2021-04-25,0
37,100630105000002,2021-04-25,0
4,100630105000002,2021-04-25,0
4104,100630105000002,2021-04-25,0
4123,100630105000002,2021-04-25,0
4129,100630105000002,2021-04-25,0
4133,100630105000002,2021-04-25,0
4134,100630105000002,2021-04-25,0
42,100630105000002,2021-04-25,0
43,100630105000002,2021-04-25,0
44,100630105000002,2021-04-25,0
45,100630105000002,2021-04-25,0
46,100630105000002,2021-04-25,0
47,100630105000002,2021-04-25,0
4803,100630105000002,2021-04-25,0
4805,100630105000002,2021-04-25,0
4904,100630105000002,2021-04-25,0
4906,100630105000002,2021-04-25,0
5,100630105000002,2021-04-25,0
50,100630105000002,2021-04-25,0
51,100630105000002,2021-04-25,0
52,100630105000002,2021-04-25,0
55,100630105000002,2021-04-25,0
56,100630105000002,2021-04-25,0
57,100630105000002,2021-04-25,0
61,100630105000002,2021-04-25,0
63,100630105000002,2021-04-25,0
64,100630105000002,2021-04-25,0
67,100630105000002,2021-04-25,0
68,100630105000002,2021-04-25,0
69,100630105000002,2021-04-25,0
7,100630105000002,2021-04-25,0
73,100630105000002,2021-04-25,0
74,100630105000002,2021-04-25,0
76,100630105000002,2021-04-25,1
79,100630105000002,2021-04-25,0
8,100630105000002,2021-04-25,0
81,100630105000002,2021-04-25,0
82,100630105000002,2021-04-25,1
84,100630105000002,2021-04-25,0
85,100630105000002,2021-04-25,0
88,100630105000002,2021-04-25,0
89,100630105000002,2021-04-25,0
90,100630105000002,2021-04-25,0
91,100630105000002,2021-04-25,3
95,100630105000002,2021-04-25,0
96,100630105000002,2021-04-25,1
99,100630105000002,2021-04-25,1
220,100630105000002,2021-04-25,0
225,100630105000002,2021-04-25,0
10,100630105000002,2021-04-26,0
100,100630105000002,2021-04-26,1
104,100630105000002,2021-04-26,0
105,100630105000002,2021-04-26,0
106,100630105000002,2021-04-26,0
109,100630105000002,2021-04-26,1
11,100630105000002,2021-04-26,0
114,100630105000002,2021-04-26,0
117,100630105000002,2021-04-26,0
119,100630105000002,2021-04-26,0
121,100630105000002,2021-04-26,0
122,100630105000002,2021-04-26,0
123,100630105000002,2021-04-26,0
130,100630105000002,2021-04-26,0
133,100630105000002,2021-04-26,0
135,100630105000002,2021-04-26,0
