store,sku,date,stock
100,100630105000002,2021-03-02,2
104,100630105000002,2021-03-02,2
105,100630105000002,2021-03-02,4
106,100630105000002,2021-03-02,3
109,100630105000002,2021-03-02,1
11,100630105000002,2021-03-02,1
114,100630105000002,2021-03-02,3
117,100630105000002,2021-03-02,3
119,100630105000002,2021-03-02,2
121,100630105000002,2021-03-02,7
122,100630105000002,2021-03-02,3
123,100630105000002,2021-03-02,4
130,100630105000002,2021-03-02,2
133,100630105000002,2021-03-02,2
135,100630105000002,2021-03-02,1
136,100630105000002,2021-03-02,4
141,100630105000002,2021-03-02,2
143,100630105000002,2021-03-02,11
144,100630105000002,2021-03-02,6
147,100630105000002,2021-03-02,3
149,100630105000002,2021-03-02,3
15,100630105000002,2021-03-02,6
150,100630105000002,2021-03-02,3
152,100630105000002,2021-03-02,3
156,100630105000002,2021-03-02,6
159,100630105000002,2021-03-02,8
160,100630105000002,2021-03-02,3
162,100630105000002,2021-03-02,3
163,100630105000002,2021-03-02,2
164,100630105000002,2021-03-02,5
166,100630105000002,2021-03-02,3
167,100630105000002,2021-03-02,2
168,100630105000002,2021-03-02,2
170,100630105000002,2021-03-02,2
171,100630105000002,2021-03-02,2
172,100630105000002,2021-03-02,5
173,100630105000002,2021-03-02,2
174,100630105000002,2021-03-02,4
175,100630105000002,2021-03-02,3
179,100630105000002,2021-03-02,5
18,100630105000002,2021-03-02,3
180,100630105000002,2021-03-02,3
181,100630105000002,2021-03-02,2
182,100630105000002,2021-03-02,2
183,100630105000002,2021-03-02,6
184,100630105000002,2021-03-02,2
185,100630105000002,2021-03-02,2
186,100630105000002,2021-03-02,2
188,100630105000002,2021-03-02,3
189,100630105000002,2021-03-02,2
201,100630105000002,2021-03-02,6
202,100630105000002,2021-03-02,6
203,100630105000002,2021-03-02,2
21,100630105000002,2021-03-02,3
213,100630105000002,2021-03-02,3
214,100630105000002,2021-03-02,4
215,100630105000002,2021-03-02,5
216,100630105000002,2021-03-02,3
217,100630105000002,2021-03-02,9
218,100630105000002,2021-03-02,1
219,100630105000002,2021-03-02,2
22,100630105000002,2021-03-02,5
221,100630105000002,2021-03-02,3
26,100630105000002,2021-03-02,4
27,100630105000002,2021-03-02,3
28,100630105000002,2021-03-02,5
29,100630105000002,2021-03-02,5
3,100630105000002,2021-03-02,2
3005,100630105000002,2021-03-02,9
3202,100630105000002,2021-03-02,1
3205,100630105000002,2021-03-02,5
3208,100630105000002,2021-03-02,3
3245,100630105000002,2021-03-02,4
35,100630105000002,2021-03-02,4
36,100630105000002,2021-03-02,2
37,100630105000002,2021-03-02,3
4,100630105000002,2021-03-02,4
4104,100630105000002,2021-03-02,3
4123,100630105000002,2021-03-02,2
4129,100630105000002,2021-03-02,3
4133,100630105000002,2021-03-02,6
4134,100630105000002,2021-03-02,7
42,100630105000002,2021-03-02,1
43,100630105000002,2021-03-02,2
44,100630105000002,2021-03-02,3
45,100630105000002,2021-03-02,2
46,100630105000002,2021-03-02,2
47,100630105000002,2021-03-02,7
4803,100630105000002,2021-03-02,2
4805,100630105000002,2021-03-02,2
4904,100630105000002,2021-03-02,6
4906,100630105000002,2021-03-02,4
5,100630105000002,2021-03-02,3
50,100630105000002,2021-03-02,9
51,100630105000002,2021-03-02,3
52,100630105000002,2021-03-02,5
55,100630105000002,2021-03-02,2
56,100630105000002,2021-03-02,2
57,100630105000002,2021-03-02,2
61,100630105000002,2021-03-02,2
63,100630105000002,2021-03-02,3
64,100630105000002,2021-03-02,3
67,100630105000002,2021-03-02,1
68,100630105000002,2021-03-02,3
69,100630105000002,2021-03-02,3
7,100630105000002,2021-03-02,3
73,100630105000002,2021-03-02,2
74,100630105000002,2021-03-02,3
76,100630105000002,2021-03-02,3
79,100630105000002,2021-03-02,7
8,100630105000002,2021-03-02,2
81,100630105000002,2021-03-02,2
82,100630105000002,2021-03-02,1
84,100630105000002,2021-03-02,3
85,100630105000002,2021-03-02,3
88,100630105000002,2021-03-02,3
89,100630105000002,2021-03-02,2
90,100630105000002,2021-03-02,3
91,100630105000002,2021-03-02,2
95,100630105000002,2021-03-02,3
96,100630105000002,2021-03-02,3
99,100630105000002,2021-03-02,3
220,100630105000002,2021-03-02,6
225,100630105000002,2021-03-02,6
VZ01,100630105000002,2021-03-02,1547
10,100630105000002,2021-03-03,1
100,100630105000002,2021-03-03,2
104,100630105000002,2021-03-03,2
105,100630105000002,2021-03-03,4
106,100630105000002,2021-03-03,5
109,100630105000002,2021-03-03,1
11,100630105000002,2021-03-03,2
114,100630105000002,2021-03-03,3
117,100630105000002,2021-03-03,3
119,100630105000002,2021-03-03,2
121,100630105000002,2021-03-03,7
122,100630105000002,2021-03-03,3
123,100630105000002,2021-03-03,4
130,100630105000002,2021-03-03,2
133,100630105000002,2021-03-03,3
135,100630105000002,2021-03-03,1
136,100630105000002,2021-03-03,4
141,100630105000002,2021-03-03,2
143,100630105000002,2021-03-03,11
144,100630105000002,2021-03-03,6
147,100630105000002,2021-03-03,3
149,100630105000002,2021-03-03,3
15,100630105000002,2021-03-03,6
150,100630105000002,2021-03-03,3
152,100630105000002,2021-03-03,3
156,100630105000002,2021-03-03,6
159,100630105000002,2021-03-03,8
160,100630105000002,2021-03-03,3
162,100630105000002,2021-03-03,3
163,100630105000002,2021-03-03,1
164,100630105000002,2021-03-03,5
166,100630105000002,2021-03-03,3
167,100630105000002,2021-03-03,3
168,100630105000002,2021-03-03,2
170,100630105000002,2021-03-03,2
171,100630105000002,2021-03-03,2
172,100630105000002,2021-03-03,5
173,100630105000002,2021-03-03,2
174,100630105000002,2021-03-03,4
175,100630105000002,2021-03-03,3
179,100630105000002,2021-03-03,5
18,100630105000002,2021-03-03,2
180,100630105000002,2021-03-03,3
181,100630105000002,2021-03-03,2
182,100630105000002,2021-03-03,2
183,100630105000002,2021-03-03,6
184,100630105000002,2021-03-03,2
185,100630105000002,2021-03-03,2
186,100630105000002,2021-03-03,2
188,100630105000002,2021-03-03,3
189,100630105000002,2021-03-03,3
201,100630105000002,2021-03-03,6
202,100630105000002,2021-03-03,6
203,100630105000002,2021-03-03,2
21,100630105000002,2021-03-03,3
213,100630105000002,2021-03-03,3
214,100630105000002,2021-03-03,3
215,100630105000002,2021-03-03,5
216,100630105000002,2021-03-03,3
217,100630105000002,2021-03-03,9
218,100630105000002,2021-03-03,1
219,100630105000002,2021-03-03,2
22,100630105000002,2021-03-03,5
221,100630105000002,2021-03-03,3
26,100630105000002,2021-03-03,4
27,100630105000002,2021-03-03,3
28,100630105000002,2021-03-03,5
29,100630105000002,2021-03-03,5
3,100630105000002,2021-03-03,2
3005,100630105000002,2021-03-03,9
3202,100630105000002,2021-03-03,1
3205,100630105000002,2021-03-03,5
3208,100630105000002,2021-03-03,3
3245,100630105000002,2021-03-03,4
35,100630105000002,2021-03-03,4
36,100630105000002,2021-03-03,2
37,100630105000002,2021-03-03,3
4,100630105000002,2021-03-03,4
4104,100630105000002,2021-03-03,3
4123,100630105000002,2021-03-03,2
4129,100630105000002,2021-03-03,3
4133,100630105000002,2021-03-03,6
4134,100630105000002,2021-03-03,7
42,100630105000002,2021-03-03,1
43,100630105000002,2021-03-03,2
44,100630105000002,2021-03-03,3
45,100630105000002,2021-03-03,2
46,100630105000002,2021-03-03,2
47,100630105000002,2021-03-03,7
4803,100630105000002,2021-03-03,2
4805,100630105000002,2021-03-03,2
4904,100630105000002,2021-03-03,6
4906,100630105000002,2021-03-03,4
5,100630105000002,2021-03-03,3
50,100630105000002,2021-03-03,9
51,100630105000002,2021-03-03,2
52,100630105000002,2021-03-03,5
55,100630105000002,2021-03-03,2
56,100630105000002,2021-03-03,2
57,100630105000002,2021-03-03,2
61,100630105000002,2021-03-03,2
63,100630105000002,2021-03-03,3
64,100630105000002,2021-03-03,3
67,100630105000002,2021-03-03,1
68,100630105000002,2021-03-03,3
69,100630105000002,2021-03-03,3
7,100630105000002,2021-03-03,3
73,100630105000002,2021-03-03,2
74,100630105000002,2021-03-03,3
76,100630105000002,2021-03-03,3
79,100630105000002,2021-03-03,7
8,100630105000002,2021-03-03,2
81,100630105000002,2021-03-03,1
82,100630105000002,2021-03-03,2
84,100630105000002,2021-03-03,3
85,100630105000002,2021-03-03,3
88,100630105000002,2021-03-03,3
89,100630105000002,2021-03-03,2
90,100630105000002,2021-03-03,3
91,100630105000002,2021-03-03,2
95,100630105000002,2021-03-03,3
96,100630105000002,2021-03-03,3
99,100630105000002,2021-03-03,2
220,100630105000002,2021-03-03,6
225,100630105000002,2021-03-03,6
VZ01,100630105000002,2021-03-03,1541
10,100630105000002,2021-03-04,3
100,100630105000002,2021-03-04,2
104,100630105000002,2021-03-04,2
105,100630105000002,2021-03-04,4
106,100630105000002,2021-03-04,5
109,100630105000002,2021-03-04,2
11,100630105000002,2021-03-04,3
114,100630105000002,2021-03-04,3
117,100630105000002,2021-03-04,3
119,100630105000002,2021-03-04,2
121,100630105000002,2021-03-04,7
122,100630105000002,2021-03-04,3
123,100630105000002,2021-03-04,4
130,100630105000002,2021-03-04,2
133,100630105000002,2021-03-04,3
135,100630105000002,2021-03-04,2
136,100630105000002,2021-03-04,4
141,100630105000002,2021-03-04,2
143,100630105000002,2021-03-04,10
144,100630105000002,2021-03-04,6
147,100630105000002,2021-03-04,3
149,100630105000002,2021-03-04,3
15,100630105000002,2021-03-04,6
150,100630105000002,2021-03-04,3
152,100630105000002,2021-03-04,3
156,100630105000002,2021-03-04,6
159,100630105000002,2021-03-04,8
160,100630105000002,2021-03-04,3
162,100630105000002,2021-03-04,3
163,100630105000002,2021-03-04,1
164,100630105000002,2021-03-04,5
166,100630105000002,2021-03-04,3
167,100630105000002,2021-03-04,3
168,100630105000002,2021-03-04,2
170,100630105000002,2021-03-04,2
171,100630105000002,2021-03-04,2
172,100630105000002,2021-03-04,5
173,100630105000002,2021-03-04,2
174,100630105000002,2021-03-04,4
175,100630105000002,2021-03-04,3
179,100630105000002,2021-03-04,5
18,100630105000002,2021-03-04,2
180,100630105000002,2021-03-04,3
181,100630105000002,2021-03-04,2
182,100630105000002,2021-03-04,2
183,100630105000002,2021-03-04,6
184,100630105000002,2021-03-04,2
185,100630105000002,2021-03-04,2
186,100630105000002,2021-03-04,2
188,100630105000002,2021-03-04,3
189,100630105000002,2021-03-04,3
201,100630105000002,2021-03-04,6
202,100630105000002,2021-03-04,6
203,100630105000002,2021-03-04,1
21,100630105000002,2021-03-04,3
213,100630105000002,2021-03-04,3
214,100630105000002,2021-03-04,3
215,100630105000002,2021-03-04,5
216,100630105000002,2021-03-04,3
217,100630105000002,2021-03-04,9
218,100630105000002,2021-03-04,1
219,100630105000002,2021-03-04,2
22,100630105000002,2021-03-04,3
221,100630105000002,2021-03-04,3
26,100630105000002,2021-03-04,4
27,100630105000002,2021-03-04,3
28,100630105000002,2021-03-04,5
29,100630105000002,2021-03-04,5
3,100630105000002,2021-03-04,1
3005,100630105000002,2021-03-04,9
3202,100630105000002,2021-03-04,1
3205,100630105000002,2021-03-04,5
3208,100630105000002,2021-03-04,3
3245,100630105000002,2021-03-04,4
35,100630105000002,2021-03-04,4
36,100630105000002,2021-03-04,2
37,100630105000002,2021-03-04,3
4,100630105000002,2021-03-04,4
4104,100630105000002,2021-03-04,3
4123,100630105000002,2021-03-04,2
4129,100630105000002,2021-03-04,3
4133,100630105000002,2021-03-04,6
4134,100630105000002,2021-03-04,7
42,100630105000002,2021-03-04,2
43,100630105000002,2021-03-04,2
44,100630105000002,2021-03-04,3
45,100630105000002,2021-03-04,2
46,100630105000002,2021-03-04,2
47,100630105000002,2021-03-04,7
4803,100630105000002,2021-03-04,2
4805,100630105000002,2021-03-04,2
4904,100630105000002,2021-03-04,6
4906,100630105000002,2021-03-04,4
5,100630105000002,2021-03-04,3
50,100630105000002,2021-03-04,9
51,100630105000002,2021-03-04,2
52,100630105000002,2021-03-04,5
55,100630105000002,2021-03-04,2
56,100630105000002,2021-03-04,2
57,100630105000002,2021-03-04,2
61,100630105000002,2021-03-04,2
63,100630105000002,2021-03-04,3
64,100630105000002,2021-03-04,3
67,100630105000002,2021-03-04,2
68,100630105000002,2021-03-04,3
69,100630105000002,2021-03-04,3
7,100630105000002,2021-03-04,3
73,100630105000002,2021-03-04,2
74,100630105000002,2021-03-04,3
76,100630105000002,2021-03-04,3
79,100630105000002,2021-03-04,7
8,100630105000002,2021-03-04,2
81,100630105000002,2021-03-04,1
82,100630105000002,2021-03-04,3
84,100630105000002,2021-03-04,3
85,100630105000002,2021-03-04,3
88,100630105000002,2021-03-04,3
89,100630105000002,2021-03-04,2
90,100630105000002,2021-03-04,3
91,100630105000002,2021-03-04,2
95,100630105000002,2021-03-04,3
96,100630105000002,2021-03-04,2
99,100630105000002,2021-03-04,2
220,100630105000002,2021-03-04,6
225,100630105000002,2021-03-04,5
VZ01,100630105000002,2021-03-04,1536
10,100630105000002,2021-03-05,3
100,100630105000002,2021-03-05,2
104,100630105000002,2021-03-05,1
105,100630105000002,2021-03-05,4
106,100630105000002,2021-03-05,5
109,100630105000002,2021-03-05,3
11,100630105000002,2021-03-05,3
114,100630105000002,2021-03-05,3
117,100630105000002,2021-03-05,3
119,100630105000002,2021-03-05,2
121,100630105000002,2021-03-05,7
122,100630105000002,2021-03-05,3
123,100630105000002,2021-03-05,4
130,100630105000002,2021-03-05,1
133,100630105000002,2021-03-05,3
135,100630105000002,2021-03-05,3
136,100630105000002,2021-03-05,5
141,100630105000002,2021-03-05,2
143,100630105000002,2021-03-05,9
144,100630105000002,2021-03-05,6
147,100630105000002,2021-03-05,3
149,100630105000002,2021-03-05,3
15,100630105000002,2021-03-05,6
150,100630105000002,2021-03-05,3
152,100630105000002,2021-03-05,3
156,100630105000002,2021-03-05,4
159,100630105000002,2021-03-05,6
160,100630105000002,2021-03-05,3
162,100630105000002,2021-03-05,3
163,100630105000002,2021-03-05,2
164,100630105000002,2021-03-05,5
166,100630105000002,2021-03-05,3
167,100630105000002,2021-03-05,3
168,100630105000002,2021-03-05,2
170,100630105000002,2021-03-05,2
171,100630105000002,2021-03-05,2
172,100630105000002,2021-03-05,5
173,100630105000002,2021-03-05,2
174,100630105000002,2021-03-05,4
175,100630105000002,2021-03-05,3
179,100630105000002,2021-03-05,5
18,100630105000002,2021-03-05,2
180,100630105000002,2021-03-05,3
181,100630105000002,2021-03-05,2
182,100630105000002,2021-03-05,2
183,100630105000002,2021-03-05,6
184,100630105000002,2021-03-05,2
185,100630105000002,2021-03-05,2
186,100630105000002,2021-03-05,2
188,100630105000002,2021-03-05,3
189,100630105000002,2021-03-05,3
201,100630105000002,2021-03-05,6
202,100630105000002,2021-03-05,6
203,100630105000002,2021-03-05,1
21,100630105000002,2021-03-05,3
213,100630105000002,2021-03-05,3
214,100630105000002,2021-03-05,3
215,100630105000002,2021-03-05,5
216,100630105000002,2021-03-05,3
217,100630105000002,2021-03-05,9
218,100630105000002,2021-03-05,1
219,100630105000002,2021-03-05,2
22,100630105000002,2021-03-05,3
221,100630105000002,2021-03-05,3
26,100630105000002,2021-03-05,4
27,100630105000002,2021-03-05,3
28,100630105000002,2021-03-05,5
29,100630105000002,2021-03-05,5
3,100630105000002,2021-03-05,1
3005,100630105000002,2021-03-05,9
3202,100630105000002,2021-03-05,1
3205,100630105000002,2021-03-05,5
3208,100630105000002,2021-03-05,3
3245,100630105000002,2021-03-05,4
35,100630105000002,2021-03-05,4
36,100630105000002,2021-03-05,2
37,100630105000002,2021-03-05,3
4,100630105000002,2021-03-05,4
4104,100630105000002,2021-03-05,3
4123,100630105000002,2021-03-05,2
4129,100630105000002,2021-03-05,3
4133,100630105000002,2021-03-05,6
4134,100630105000002,2021-03-05,7
42,100630105000002,2021-03-05,2
43,100630105000002,2021-03-05,2
44,100630105000002,2021-03-05,3
45,100630105000002,2021-03-05,2
46,100630105000002,2021-03-05,2
47,100630105000002,2021-03-05,7
4803,100630105000002,2021-03-05,2
4805,100630105000002,2021-03-05,2
4904,100630105000002,2021-03-05,6
4906,100630105000002,2021-03-05,4
5,100630105000002,2021-03-05,3
50,100630105000002,2021-03-05,9
51,100630105000002,2021-03-05,2
52,100630105000002,2021-03-05,5
55,100630105000002,2021-03-05,2
56,100630105000002,2021-03-05,2
57,100630105000002,2021-03-05,2
61,100630105000002,2021-03-05,2
63,100630105000002,2021-03-05,3
64,100630105000002,2021-03-05,3
67,100630105000002,2021-03-05,3
68,100630105000002,2021-03-05,3
69,100630105000002,2021-03-05,3
7,100630105000002,2021-03-05,3
73,100630105000002,2021-03-05,2
74,100630105000002,2021-03-05,3
76,100630105000002,2021-03-05,1
79,100630105000002,2021-03-05,7
8,100630105000002,2021-03-05,2
81,100630105000002,2021-03-05,2
82,100630105000002,2021-03-05,3
84,100630105000002,2021-03-05,3
85,100630105000002,2021-03-05,3
88,100630105000002,2021-03-05,3
89,100630105000002,2021-03-05,2
90,100630105000002,2021-03-05,3
91,100630105000002,2021-03-05,2
95,100630105000002,2021-03-05,3
96,100630105000002,2021-03-05,2
99,100630105000002,2021-03-05,2
220,100630105000002,2021-03-05,6
225,100630105000002,2021-03-05,5
VZ01,100630105000002,2021-03-05,1534
10,100630105000002,2021-03-06,3
100,100630105000002,2021-03-06,2
104,100630105000002,2021-03-06,1
105,100630105000002,2021-03-06,4
106,100630105000002,2021-03-06,5
109,100630105000002,2021-03-06,2
11,100630105000002,2021-03-06,3
114,100630105000002,2021-03-06,3
117,100630105000002,2021-03-06,3
119,100630105000002,2021-03-06,2
121,100630105000002,2021-03-06,7
122,100630105000002,2021-03-06,3
123,100630105000002,2021-03-06,4
130,100630105000002,2021-03-06,1
133,100630105000002,2021-03-06,3
135,100630105000002,2021-03-06,3
136,100630105000002,2021-03-06,5
141,100630105000002,2021-03-06,2
143,100630105000002,2021-03-06,9
144,100630105000002,2021-03-06,6
147,100630105000002,2021-03-06,3
149,100630105000002,2021-03-06,3
15,100630105000002,2021-03-06,6
150,100630105000002,2021-03-06,3
152,100630105000002,2021-03-06,3
156,100630105000002,2021-03-06,4
159,100630105000002,2021-03-06,6
160,100630105000002,2021-03-06,2
162,100630105000002,2021-03-06,3
163,100630105000002,2021-03-06,2
164,100630105000002,2021-03-06,5
166,100630105000002,2021-03-06,3
167,100630105000002,2021-03-06,3
168,100630105000002,2021-03-06,2
170,100630105000002,2021-03-06,2
171,100630105000002,2021-03-06,2
172,100630105000002,2021-03-06,5
173,100630105000002,2021-03-06,2
174,100630105000002,2021-03-06,4
175,100630105000002,2021-03-06,3
179,100630105000002,2021-03-06,5
18,100630105000002,2021-03-06,2
180,100630105000002,2021-03-06,3
181,100630105000002,2021-03-06,2
182,100630105000002,2021-03-06,2
183,100630105000002,2021-03-06,6
184,100630105000002,2021-03-06,2
185,100630105000002,2021-03-06,2
186,100630105000002,2021-03-06,2
188,100630105000002,2021-03-06,3
189,100630105000002,2021-03-06,3
201,100630105000002,2021-03-06,6
202,100630105000002,2021-03-06,6
203,100630105000002,2021-03-06,3
21,100630105000002,2021-03-06,3
213,100630105000002,2021-03-06,3
214,100630105000002,2021-03-06,3
215,100630105000002,2021-03-06,5
216,100630105000002,2021-03-06,3
217,100630105000002,2021-03-06,9
218,100630105000002,2021-03-06,1
219,100630105000002,2021-03-06,2
22,100630105000002,2021-03-06,3
221,100630105000002,2021-03-06,3
26,100630105000002,2021-03-06,4
27,100630105000002,2021-03-06,3
28,100630105000002,2021-03-06,5
29,100630105000002,2021-03-06,5
3,100630105000002,2021-03-06,1
3005,100630105000002,2021-03-06,9
3202,100630105000002,2021-03-06,1
3205,100630105000002,2021-03-06,5
3208,100630105000002,2021-03-06,3
3245,100630105000002,2021-03-06,4
35,100630105000002,2021-03-06,4
36,100630105000002,2021-03-06,2
37,100630105000002,2021-03-06,3
4,100630105000002,2021-03-06,4
4104,100630105000002,2021-03-06,3
4123,100630105000002,2021-03-06,2
4129,100630105000002,2021-03-06,3
4133,100630105000002,2021-03-06,6
4134,100630105000002,2021-03-06,7
42,100630105000002,2021-03-06,2
43,100630105000002,2021-03-06,2
44,100630105000002,2021-03-06,3
45,100630105000002,2021-03-06,2
46,100630105000002,2021-03-06,2
47,100630105000002,2021-03-06,7
4803,100630105000002,2021-03-06,2
4805,100630105000002,2021-03-06,2
4904,100630105000002,2021-03-06,6
4906,100630105000002,2021-03-06,4
5,100630105000002,2021-03-06,3
50,100630105000002,2021-03-06,9
51,100630105000002,2021-03-06,1
52,100630105000002,2021-03-06,5
55,100630105000002,2021-03-06,2
56,100630105000002,2021-03-06,2
57,100630105000002,2021-03-06,2
61,100630105000002,2021-03-06,2
63,100630105000002,2021-03-06,3
64,100630105000002,2021-03-06,3
67,100630105000002,2021-03-06,2
68,100630105000002,2021-03-06,3
69,100630105000002,2021-03-06,3
7,100630105000002,2021-03-06,3
73,100630105000002,2021-03-06,2
74,100630105000002,2021-03-06,2
76,100630105000002,2021-03-06,1
79,100630105000002,2021-03-06,7
8,100630105000002,2021-03-06,2
81,100630105000002,2021-03-06,3
82,100630105000002,2021-03-06,2
84,100630105000002,2021-03-06,3
85,100630105000002,2021-03-06,3
88,100630105000002,2021-03-06,3
89,100630105000002,2021-03-06,2
90,100630105000002,2021-03-06,3
91,100630105000002,2021-03-06,2
95,100630105000002,2021-03-06,3
96,100630105000002,2021-03-06,3
99,100630105000002,2021-03-06,2
220,100630105000002,2021-03-06,6
225,100630105000002,2021-03-06,5
VZ01,100630105000002,2021-03-06,1534
10,100630105000002,2021-03-07,3
100,100630105000002,2021-03-07,2
104,100630105000002,2021-03-07,2
105,100630105000002,2021-03-07,4
106,100630105000002,2021-03-07,5
109,100630105000002,2021-03-07,2
11,100630105000002,2021-03-07,3
114,100630105000002,2021-03-07,3
117,100630105000002,2021-03-07,3
119,100630105000002,2021-03-07,2
121,100630105000002,2021-03-07,7
122,100630105000002,2021-03-07,3
123,100630105000002,2021-03-07,4
130,100630105000002,2021-03-07,2
133,100630105000002,2021-03-07,3
135,100630105000002,2021-03-07,3
136,100630105000002,2021-03-07,5
141,100630105000002,2021-03-07,2
143,100630105000002,2021-03-07,9
144,100630105000002,2021-03-07,6
147,100630105000002,2021-03-07,3
149,100630105000002,2021-03-07,3
15,100630105000002,2021-03-07,6
150,100630105000002,2021-03-07,3
152,100630105000002,2021-03-07,3
156,100630105000002,2021-03-07,4
159,100630105000002,2021-03-07,6
160,100630105000002,2021-03-07,2
162,100630105000002,2021-03-07,3
163,100630105000002,2021-03-07,2
164,100630105000002,2021-03-07,5
166,100630105000002,2021-03-07,3
167,100630105000002,2021-03-07,3
168,100630105000002,2021-03-07,2
170,100630105000002,2021-03-07,2
171,100630105000002,2021-03-07,2
172,100630105000002,2021-03-07,5
173,100630105000002,2021-03-07,2
174,100630105000002,2021-03-07,4
175,100630105000002,2021-03-07,3
179,100630105000002,2021-03-07,5
18,100630105000002,2021-03-07,2
180,100630105000002,2021-03-07,3
181,100630105000002,2021-03-07,2
182,100630105000002,2021-03-07,2
183,100630105000002,2021-03-07,6
184,100630105000002,2021-03-07,2
185,100630105000002,2021-03-07,2
186,100630105000002,2021-03-07,2
188,100630105000002,2021-03-07,3
189,100630105000002,2021-03-07,3
201,100630105000002,2021-03-07,6
202,100630105000002,2021-03-07,6
203,100630105000002,2021-03-07,3
21,100630105000002,2021-03-07,3
213,100630105000002,2021-03-07,3
214,100630105000002,2021-03-07,3
215,100630105000002,2021-03-07,5
216,100630105000002,2021-03-07,3
217,100630105000002,2021-03-07,9
218,100630105000002,2021-03-07,1
219,100630105000002,2021-03-07,2
22,100630105000002,2021-03-07,3
221,100630105000002,2021-03-07,3
26,100630105000002,2021-03-07,4
27,100630105000002,2021-03-07,3
28,100630105000002,2021-03-07,5
29,100630105000002,2021-03-07,5
3,100630105000002,2021-03-07,1
3005,100630105000002,2021-03-07,9
3202,100630105000002,2021-03-07,1
3205,100630105000002,2021-03-07,5
3208,100630105000002,2021-03-07,3
3245,100630105000002,2021-03-07,4
35,100630105000002,2021-03-07,4
36,100630105000002,2021-03-07,2
37,100630105000002,2021-03-07,3
4,100630105000002,2021-03-07,4
4104,100630105000002,2021-03-07,3
4123,100630105000002,2021-03-07,2
4129,100630105000002,2021-03-07,3
4133,100630105000002,2021-03-07,6
4134,100630105000002,2021-03-07,7
42,100630105000002,2021-03-07,2
43,100630105000002,2021-03-07,2
44,100630105000002,2021-03-07,3
45,100630105000002,2021-03-07,2
46,100630105000002,2021-03-07,2
47,100630105000002,2021-03-07,7
4803,100630105000002,2021-03-07,2
4805,100630105000002,2021-03-07,2
4904,100630105000002,2021-03-07,6
4906,100630105000002,2021-03-07,4
5,100630105000002,2021-03-07,3
50,100630105000002,2021-03-07,9
51,100630105000002,2021-03-07,1
52,100630105000002,2021-03-07,5
55,100630105000002,2021-03-07,2
56,100630105000002,2021-03-07,2
57,100630105000002,2021-03-07,2
61,100630105000002,2021-03-07,2
63,100630105000002,2021-03-07,3
64,100630105000002,2021-03-07,3
67,100630105000002,2021-03-07,2
68,100630105000002,2021-03-07,3
69,100630105000002,2021-03-07,3
7,100630105000002,2021-03-07,3
73,100630105000002,2021-03-07,2
74,100630105000002,2021-03-07,2
76,100630105000002,2021-03-07,1
79,100630105000002,2021-03-07,7
8,100630105000002,2021-03-07,2
81,100630105000002,2021-03-07,3
82,100630105000002,2021-03-07,2
84,100630105000002,2021-03-07,3
85,100630105000002,2021-03-07,3
88,100630105000002,2021-03-07,3
89,100630105000002,2021-03-07,2
90,100630105000002,2021-03-07,3
91,100630105000002,2021-03-07,2
95,100630105000002,2021-03-07,3
96,100630105000002,2021-03-07,3
99,100630105000002,2021-03-07,2
220,100630105000002,2021-03-07,6
225,100630105000002,2021-03-07,5
VZ01,100630105000002,2021-03-07,1528
10,100630105000002,2021-03-08,3
100,100630105000002,2021-03-08,2
104,100630105000002,2021-03-08,2
105,100630105000002,2021-03-08,4
106,100630105000002,2021-03-08,5
109,100630105000002,2021-03-08,1
11,100630105000002,2021-03-08,3
114,100630105000002,2021-03-08,3
117,100630105000002,2021-03-08,3
119,100630105000002,2021-03-08,2
121,100630105000002,2021-03-08,7
122,100630105000002,2021-03-08,3
123,100630105000002,2021-03-08,4
130,100630105000002,2021-03-08,2
133,100630105000002,2021-03-08,3
135,100630105000002,2021-03-08,3
136,100630105000002,2021-03-08,5
141,100630105000002,2021-03-08,2
143,100630105000002,2021-03-08,8
144,100630105000002,2021-03-08,6
147,100630105000002,2021-03-08,3
149,100630105000002,2021-03-08,3
15,100630105000002,2021-03-08,6
150,100630105000002,2021-03-08,3
152,100630105000002,2021-03-08,3
156,100630105000002,2021-03-08,4
159,100630105000002,2021-03-08,6
160,100630105000002,2021-03-08,2
162,100630105000002,2021-03-08,3
163,100630105000002,2021-03-08,2
164,100630105000002,2021-03-08,5
166,100630105000002,2021-03-08,3
167,100630105000002,2021-03-08,3
168,100630105000002,2021-03-08,2
170,100630105000002,2021-03-08,2
171,100630105000002,2021-03-08,2
172,100630105000002,2021-03-08,5
173,100630105000002,2021-03-08,2
174,100630105000002,2021-03-08,4
175,100630105000002,2021-03-08,3
179,100630105000002,2021-03-08,5
18,100630105000002,2021-03-08,2
180,100630105000002,2021-03-08,3
181,100630105000002,2021-03-08,2
182,100630105000002,2021-03-08,2
183,100630105000002,2021-03-08,6
184,100630105000002,2021-03-08,2
185,100630105000002,2021-03-08,2
186,100630105000002,2021-03-08,2
188,100630105000002,2021-03-08,3
189,100630105000002,2021-03-08,3
201,100630105000002,2021-03-08,6
202,100630105000002,2021-03-08,6
203,100630105000002,2021-03-08,3
21,100630105000002,2021-03-08,3
213,100630105000002,2021-03-08,3
214,100630105000002,2021-03-08,3
215,100630105000002,2021-03-08,5
216,100630105000002,2021-03-08,3
217,100630105000002,2021-03-08,9
218,100630105000002,2021-03-08,1
