"sku"
"100062124000001"
"100630412000003"
"100559093000001"
"100090116000001"
"100633246000007"
"100532046000001"
"100552560000003"
"100518056000009"
"100654250000004"
"100552590000003"
"100553784000001"
"100080112000002"
"100618056000004"
"100241149000002"
"100659566000003"
"100628085000004"
"100629361000002"
"100541123000004"
"100537087000006"
"100653053000003"
"100652031000004"
"100628085000006"
"100654032000001"
"100653185000009"
"100559338000009"
"100532175000003"
"100650013000001"
"100549287000001"
"100652542000004"
"100654034000003"
"100539069000004"
"100642690000002"
"100633180000005"
"100630407000001"
"100659414000004"
"100643208000002"
"100618153000006"
"100079004000001"
"100653064000005"
"100628051000012"
"100642107000001"
"100553675000006"
"100532573000005"
"100553923000003"
"100630019000006"
"100653252000001"
"100620196000001"
"100631174000005"
"100635025000004"
"100552719000004"
"100652553000001"
"100510043000007"
"100631174000010"
"100632039000004"
"100618484000003"
"100618172000002"
"100618033000013"
"100628104000007"
"100610448000002"
"100618398000013"
"100559099000001"
"100549848000003"
"100066524000001"
"100553924000001"
"100533006000005"
"100628221000003"
"100553880000004"
"100631011000006"
"100318001000004"
"100631174000007"
"100652175000003"
"100552495000005"
"100650103000003"
"100090906000003"
"100620053000001"
"100618094000002"
"100659506000010"
"100559353000001"
"100062146000002"
"100642034000003"
"100518127000006"
"100653139000002"
"100652531000001"
"100620417000004"
"100066536000002"
"100618352000006"
"100539094000001"
"100620448000003"
"100653028000003"
"100633101000002"
"100533042000003"
"100553860000010"
"100525198000002"
"100553923000013"
"100062030000003"
"100648045000003"
"100618050000004"
"100552758000002"
"100518051000004"
"100090131000001"
"100091016000001"
"100610315000010"
"100541056000002"
"100553956000001"
"100552713000002"
"100620105000002"
"100652077000015"
"100548071000002"
"100637034000003"
"100618447000001"
"100641458000001"
"100528128000002"
"100528068000001"
"100535246000003"
"100552917000002"
"100653222000004"
"100632503000002"
"100620203000001"
"100553956000004"
"100630025000001"
"100550128000002"
"100062118000001"
"201888034000001"
"100610355000003"
"100518214000001"
"100525274000004"
"201228041263004"
"100653219000003"
"100533709000001"
"100630045000003"
"100648068000004"
"100090902000011"
"100528891000006"
"100659576000008"
"100620485000001"
"100548179000001"
"100654202000002"
"201207042200003"
"100618943000017"
"100618252000007"
"100628017000002"
"100631155000003"
"100653223000005"
"100653279000009"
"100631054000001"
"100653115000003"
"100628145000005"
"100652746000004"
"100629020000004"
"100525182000003"
"100624068000001"
"100653190000002"
"100628326000004"
"100591120000017"
"100080112000001"
"100618414000006"
"100090144000001"
"100653046000040"
"100618037000004"
"100652757000002"
"100553779000001"
"100559286000006"
"100518095000007"
"100552126000002"
"100559417000008"
"100625025000003"
"100518046000006"
"100618105000009"
"100552290000002"
"100618368000001"
"100559235000011"
"100620289000001"
"100090103000004"
"100062261000001"
"100642044000003"
"100653057000003"
"100211049000005"
"100631017000012"
"100618184000009"
"100653070000006"
"100628138000008"
"100618069000007"
"100549853000003"
"100620109000002"
"100618141000008"
"100528059000003"
"100632145000001"
"100539096000003"
"100093028000003"
"100630350000002"
"100654353000004"
"100559272000001"
"100659166000004"
"100618166000006"
"100535035000004"
"100553973000006"
"100618052000002"
"100548254000004"
"000000007020022"
"100552390000004"
"100553765000003"
"100551048000003"
"100625065000002"
"100542031000011"
"100654126000001"
"000000007014243"
"100525843000002"
"100657005000004"
"100618375000005"
"100618009000009"
"100632015000004"
"100653034000011"
"100649171000001"
"100530550000005"
"100650017000001"
"201090408001007"
"100659062000003"
"100518451000008"
"100620369000001"
"100518975001040"
"100654249000001"
"100653044000004"
"100552799000003"
"100618202000007"
"100559386000001"
"100065540000007"
"100641001000001"
"100080076000001"
"100533081000002"
"100620442000002"
"100610233000003"
"100533971000001"
"100653611000002"
"100632221000002"
"100618289000001"
"100618104000006"
"100657014000002"
"100628378000004"
"100625083000001"
"100653168000005"
"100510099000001"
"100654147000003"
"100642025000003"
"201228041263009"
"100630288000003"
"100652702000004"
"100548488000002"
"100618096000003"
"100618138000008"
"100659060000002"
"100628140000009"
"100539094000003"
"100653071000003"
"100618015000002"
"100618096000012"
"100643065000003"
"100528804000004"
"100559181000003"
"100620338000004"
"100553982000003"
"000000007014148"
"100539355000003"
"100559223000002"
"100654278000002"
"201090348001012"
"100653046000014"
"100090910000002"
"100620291000004"
"100639009000003"
"100649118000003"
"100009165000002"
"100618122000007"
"100628119000005"
"100630239000003"
"100559234000003"
"100653050000012"
"100653138000002"
"100618486000008"
"100539037000002"
"100652065000014"
"100653333000002"
"100633250000003"
"100648001000001"
"100653105000014"
"100553923000004"
"100611056000001"
"100643061000007"
"100631005000004"
"100641378000003"
